version,caseid,weight,weight_spss,follow,turnout12,turnout12b,vote12,percent16,meet,givefut,info,march,sign,give12mo,compromise,ftobama,ftblack,ftwhite,fthisp,ftgay,ftjeb,fttrump,ftcarson,fthrc,ftrubio,ftcruz,ftsanders,ftfiorina,ftpolice,ftfem,fttrans,ftmuslim,ftsci,reg,demcand,repcand,vote16jb,vote16bc,vote16tc,vote16mr,vote16dt,presjob,lazyb,lazyw,lazyh,lazym,violentb,violentw,violenth,violentm,econnow,econ12mo,pid1d,pid2d,pid1r,pid2r,pidstr,pidlean,lcself,lcd,lcr,lchc,lcbo,lcdt,lcmr,lctc,ISSUES_OC14_1,ISSUES_OC14_2,ISSUES_OC14_3,ISSUES_OC14_4,ISSUES_OC14_5,ISSUES_OC14_6,ISSUES_OC14_7,ISSUES_OC14_8,ISSUES_OC14_9,ISSUES_OC14_10,ISSUES_OC14_11,ISSUES_OC14_12,ISSUES_OC14_13,ISSUES_OC14_14,ISSUES_OC14_15,ISSUES_OC14_16,ISSUES_OC14_17,ISSUES_OC14_18,ISSUES_OC14_19,ISSUES_OC14_20,ISSUES_OC14_21,best1,best2,best3,best4,disc_b,disc_h,disc_w,disc_g,disc_wo,disc_m,disc_t,disc_mu,disc_c,disc_selfsex,disc_fed,disc_police,srv_spend,campfin,immig_legal,immig_numb,equalpay,parleave,crimespend,death,terror_worry,terror_12mo,terror_local,relig_bc,relig_bcstr,relig_srv,relig_srvstr,incgap20,isis_troops,syrians_a,syrians_b,pc_a,pc_b,minwage,healthspend,childcare,getahead,ladder,finwell,rr1,rr2,rr3,rr4,warm,warmbad,warmcause,warmdo,aa1,aa2,aa3,freetrade,stopwhite,stopblack,forcewhite,forceblack,stop_12mo,arrested_12mo,charged_12mo,jailed_12mo,convict_12mo,famstop_12mo,stop_ever,arrested_ever,charged_ever,jailed_ever,convict_ever,famstop_ever,pk_deficit,pk_sen,pk_spend,birthright_a,birthright_b,femoff_jobs,femoff_ed,femoff_spend,femoff_issues,lpres_pleased,lpres_immig,lpres_la,vaccine,autism,bo_muslim,bo_confid,NFC1,NFC10,NFC15,NFC21,NFC23,NFC24,NFC29,NFC32,NFC40,NTE1,NTE3,NTE9,NTE10,NTE11,NTE12,amer_ident,race_ident,wad1a,wad2a,wad3a,wad4a,wad1b,wad2b,wad3b,wad4b,whitework,whitejob,wguilt1,wguilt2,wguilt3,buycott,boycott,skintone_mob,skintone,skin_discrim,africanam10_1,white10_1,hispanic10_1,asianam10_1,nativeam10_1,other10_1,other10_open,birthyr,gender,race,race_other,educ,marstat,speakspanish,employ,employ_t,faminc,faminc2,state,votereg,pid3,pid7,ideo5,newsint,pew_bornagain,pew_churatd,religpew,religpew_t,page_page_follow_timing,page_page_turnout12_timing,page_page_vote12_timing,page_page_percent16_timing,page_page_meet_timing,page_page_givefut_timing,page_page_info_timing,page_page_march_timing,page_page_sign_timing,page_page_give12mo_timing,page_page_compromise_timing,page_page_ftobama_timing,page_page_ftblack_timing,page_page_ftwhite_timing,page_page_fthisp_timing,page_page_ftgay_timing,page_page_ftjeb_timing,page_page_fttrump_timing,page_page_ftcarson_timing,page_page_fthrc_timing,page_page_ftrubio_timing,page_page_ftcruz_timing,page_page_ftsanders_timing,page_page_ftfiorina_timing,page_page_ftpolice_timing,page_page_ftfem_timing,page_page_fttrans_timing,page_page_ftmuslim_timing,page_page_ftsci_timing,page_page_reg_timing,page_page_demcand_timing,page_page_repcand_timing,page_page_vote16jb_timing,page_page_vote16bc_timing,page_page_vote16tc_timing,page_page_vote16mr_timing,page_page_vote16dt_timing,page_page_presjob_timing,page_page_lazy_timing,page_page_violent_timing,page_page_econ_grid_timing,page_page_pid1d_timing,page_page_pid1r_timing,page_page_pidstr_timing,page_page_pidlean_timing,page_page_lc_grid_timing,page_page_ISSUES_OC14_timing,page_page_GRID_best4_timing,page_page_disc_timing,page_page_disc_selfsex_timing,page_page_disc_fed_timing,page_page_disc_police_timing,page_page_srv_spend_timing,page_page_campfin_timing,page_page_immig_legal_timing,page_page_immig_numb_timing,page_page_equalpay_timing,page_page_parleave_timing,page_page_crimespend_timing,page_page_death_timing,page_page_terror_worry_timing,page_page_terror_12mo_timing,page_page_terror_local_timing,page_page_relig_bc_timing,page_page_relig_srv_timing,page_page_incgap20_timing,page_page_isis_troops_timing,page_page_syrians_a_timing,page_page_syrians_b_timing,page_page_pc_a_timing,page_page_pc_b_timing,page_page_minwage_timing,page_page_healthspend_timing,page_page_childcare_timing,page_page_getahead_timing,page_page_ladder_timing,page_page_finwell_timing,page_page_rr_grid_timing,page_page_warm_timing,page_page_warmbad_timing,page_page_warmcause_timing,page_page_warmdo_timing,page_page_aa1_timing,page_page_aa2_timing,page_page_aa3_timing,page_page_freetrade_timing,page_page_stopwhite_timing,page_page_stopblack_timing,page_page_forcewhite_timing,page_page_forceblack_timing,page_page_12mo_grid_timing,page_page_ever_grid_timing,page_page_pk_deficit_timing,page_page_pk_sen_timing,page_page_pk_spend_timing,page_page_birthright_a_timing,page_page_birthright_b_timing,page_page_femoff_jobs_timing,page_page_femoff_ed_timing,page_page_femoff_spend_timing,page_page_femoff_issues_timing,page_page_lpres_pleased_timing,page_page_lpres_immig_timing,page_page_lpres_la_timing,page_page_vaccine_timing,page_page_autism_timing,page_page_bo_muslim_timing,page_NFC_page1_timing,page_NFC_page2_timing,page_NFC_page3_timing,page_NFC_page4_timing,page_NTE_page1_timing,page_NTE_page2_timing,page_NTE_page3_timing,page_NTE_page4_timing,page_page_amer_ident_timing,page_page_race_ident_timing,page_page_wad1a_timing,page_page_wad2a_timing,page_page_wad3a_timing,page_page_wad4a_timing,page_page_wad1b_timing,page_page_wad2b_timing,page_page_wad3b_timing,page_page_wad4b_timing,page_page_whitework_timing,page_page_whitejob_timing,page_page_wguilt1_timing,page_page_wguilt2_timing,page_page_wguilt3_timing,page_page_buycott_timing,page_page_boycott_timing,page_page_skintone_mob_timing,page_page_skintone_grid_timing,page_page_skin_discrim_timing,page_pagerace10_timing,disc_fed_disc_police_rnd,white_sections_rnd,lazy_violent_rnd,FEELING_THERMOMETER_rnd,meet_rnd,givefut_rnd,info_rnd,ISSUES_OC14_rnd,disc_selfsex_rnd,lazy_col_rnd,lazy_row_rnd,violent_col_rnd,violent_row_rnd,LCORDER,discrand,XORDER1,RAND_VOTE,pidrand,RAND_TERROR,RAND_ISIS,RAND_PC,aa_split,ever_vs_12mo_rand,RAND_BIRTH,RAND_FEMOFF,RAND_LPRES,RAND_WAD,RAND_OC4,flag_follow,flag_turnout12,flag_turnout12b,flag_vote12,flag_percent16,flag_meet,flag_givefut,flag_info,flag_march,flag_sign,flag_give12mo,flag_compromise,flag_ftobama,flag_ftblack,flag_ftwhite,flag_fthisp,flag_ftgay,flag_ftjeb,flag_fttrump,flag_ftcarson,flag_fthrc,flag_ftrubio,flag_ftcruz,flag_ftsanders,flag_ftfiorina,flag_ftpolice,flag_ftfem,flag_fttrans,flag_ftmuslim,flag_ftsci,flag_reg,flag_demcand,flag_repcand,flag_vote16jb,flag_vote16bc,flag_vote16tc,flag_vote16mr,flag_vote16dt,flag_presjob,flag_lazyb,flag_lazyw,flag_lazyh,flag_lazym,flag_violentb,flag_violentw,flag_violenth,flag_violentm,flag_econnow,flag_econ12mo,flag_pid1d,flag_pid2d,flag_pid1r,flag_pid2r,flag_pidstr,flag_pidlean,flag_lcself,flag_lcd,flag_lcr,flag_lchc,flag_lcbo,flag_lcdt,flag_lcmr,flag_lctc,flag_ISSUES_OC14,flag_best1,flag_best2,flag_best3,flag_best4,flag_disc_b,flag_disc_h,flag_disc_w,flag_disc_g,flag_disc_wo,flag_disc_m,flag_disc_t,flag_disc_mu,flag_disc_c,flag_disc_selfsex,flag_disc_fed,flag_disc_police,flag_srv_spend,flag_campfin,flag_immig_legal,flag_immig_numb,flag_equalpay,flag_parleave,flag_crimespend,flag_death,flag_terror_worry,flag_terror_12mo,flag_terror_local,flag_relig_bc,flag_relig_bcstr,flag_relig_srv,flag_relig_srvstr,flag_incgap20,flag_isis_troops,flag_syrians_a,flag_syrians_b,flag_pc_a,flag_pc_b,flag_minwage,flag_healthspend,flag_childcare,flag_getahead,flag_ladder,flag_finwell,flag_rr1,flag_rr2,flag_rr3,flag_rr4,flag_warm,flag_warmbad,flag_warmcause,flag_warmdo,flag_aa1,flag_aa2,flag_aa3,flag_freetrade,flag_stopwhite,flag_stopblack,flag_forcewhite,flag_forceblack,flag_stop_12mo,flag_arrested_12mo,flag_charged_12mo,flag_jailed_12mo,flag_convict_12mo,flag_famstop_12mo,flag_stop_ever,flag_arrested_ever,flag_charged_ever,flag_jailed_ever,flag_convict_ever,flag_famstop_ever,flag_pk_deficit,flag_pk_sen,flag_pk_spend,flag_birthright_a,flag_birthright_b,flag_femoff_jobs,flag_femoff_ed,flag_femoff_spend,flag_femoff_issues,flag_lpres_pleased,flag_lpres_immig,flag_lpres_la,flag_vaccine,flag_autism,flag_bo_muslim,flag_bo_confid,flag_NFC_q1,flag_NFC_q2,flag_NFC_q3,flag_NFC_q4,flag_NTE_q1,flag_NTE_q2,flag_NTE_q3,flag_NTE_q4,flag_amer_ident,flag_race_ident,flag_wad1a,flag_wad2a,flag_wad3a,flag_wad4a,flag_wad1b,flag_wad2b,flag_wad3b,flag_wad4b,flag_whitework,flag_whitejob,flag_wguilt1,flag_wguilt2,flag_wguilt3,flag_buycott,flag_boycott,flag_skintone_mob,flag_skintone_grid,flag_skin_discrim,flag_africanam10,flag_white10,flag_hispanic10,flag_asianam10,flag_nativeam10,flag_other10,starttime,endtime,optintimestamp,count,ua,browser,os
ANES 2016 Pilot Study version 20160223,1,.951160031403453,.542161217899968,1,1,9,2,100,1,3,4,1,2,2,1,100,100,100,100,96,36,1,5,76,31,0,84,2,51,62,97,20,100,1,1,6,9,9,9,1,1,1,5,5,5,5,5,5,5,5,2,2,9,__NA__,1,__NA__,1,9,4,3,4,5,5,4,4,4,8,8,2,8,8,1,8,8,3,8,8,8,8,8,4,8,8,8,8,8,8,1,1,1,1,4,4,4,3,4,4,3,4,5,5,3,2,7,1,1,2,1,2,5,7,5,4,5,2,1,2,1,1,7,9,2,9,3,1,1,1,4,6,6,5,1,3,5,1,2,1,1,3,3,9,4,2,4,2,4,9,9,9,9,9,9,1,2,2,2,2,2,1,6,1,9,2,9,4,4,9,5,9,5,1,6,2,1,9,9,9,5,5,1,9,9,1,4,3,9,3,9,2,4,4,3,4,3,2,9,9,9,9,5,5,5,5,5,2,2,99,2,5,0,10,0,0,0,0, ,1960,1,1,__NA__,5,1,4,1,__NA__,4,99,6,1,1,1,6,1,2,6,9,__NA__,5.236,3.025,3.884,5.379,3.751,5.078,6.617,9.785,3.511,3.409,3.282,20.338,8.133,9.553,6.373,8.382,5.134,3.968,5.185,7.745,4.423,3.374,5.505,4.139,4.219,7.799,12.156,6.533,3.196,3.57,6.475,7.853,0,0,0,66.078,2.322,4.346,6.882,12.45,13.45,0,2.701,15.036,0,33.617,99.845,7.248,23.779,5.066,8.172,5.771,10.256,19.231,8.126,6.959,7.212,4.592,10.304,3.882,4.24,6.057,15.375,2.964,2.665,5.663,8.316,0,5.637,0,21.133,5.006,10.374,4.671,5.769,4.723,5.485,20.456,15.264,4.873,4.099,3.285,6.608,2.713,0,9.483,4.41,3.558,5.3,2.587,0,35.902,25.419,25.338,9.475,0,11.008,0,7.515,5.547,0,11.062,0,6.149,5.787,3.364,3.641,12.516,5.644,6.983,5.002,11.235,4.035,6.193,7.904,5.013,2.512,3.763,6.426,4.116,8.277,0,0,0,0,5.371,6.177,4.52,3.846,4.639,5.92,3.216,0,12.409,8.901,14.162,"[1,0]","[1,2,0]","[1,0]","[8,4,2,15,13,14,10,11,0,1,6,16,7,3,5,12,9]","[0,1,2,3,4]","[0,1,2,3,4]","[0,1,2,3,4]","[1,5,8,10,16,14,17,12,11,9,19,20,0,15,2,4,7,18,6,13,3]","[0,1,2,3,4]","[0,1,2,3,4]","[0,2,1,3]","[0,1,2,3,4]","[0,2,1,3]","[2,5,4,1,7,6,3,0]","[8,1,0,6,4,5,7,2,3]","[0,1,2,3,4]",10,2,3,2,2,1,2,2,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/22/2016,1/22/2016, ,173,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:43.0) Gecko/20100101 Firefox/43.0,Firefox 43,Windows 7
ANES 2016 Pilot Study version 20160223,2,2.67019620911407,1.52201183919502,2,2,9,9,50,4,5,4,2,2,2,1,39,6,74,6,75,28,28,6,52,21,10,13,6,65,53,49,22,91,2,1,1,9,1,9,1,9,3,1,3,3,2,2,3,3,1,4,4,9,__NA__,3,__NA__,9,3,4,4,4,5,5,6,4,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2,8,1,4,8,8,3,3,3,3,3,5,3,2,3,4,4,3,5,4,5,3,3,6,1,5,3,1,1,2,2,9,3,3,2,2,2,2,1,6,6,9,2,9,1,2,2,2,3,5,1,3,4,2,2,2,3,4,7,7,9,4,4,4,4,4,1,2,2,2,2,2,9,9,9,9,9,9,1,4,2,2,9,9,3,2,9,5,9,1,1,5,2,5,9,9,3,9,4,9,2,3,9,2,3,9,1,9,4,3,2,9,9,9,9,4,3,4,4,1,1,5,5,5,2,2,1,99,5,0,10,0,0,0,0, ,1957,2,1,__NA__,6,3,4,1,__NA__,8,99,13,2,3,4,2,3,2,4,2,__NA__,5.419,7.591,0,10.419,15.06,7.003,7.263,14.569,4.735,3.35,9.805,8.422,10.291,5.284,6.651,7.719,5.146,14.955,5.459,6.624,5.68,4.218,5.039,5.65,4.889,4.859,6.502,6.677,5.915,4.576,4.209,9.552,0,6.485,0,6.657,0,6.97,12.006,27.062,12.086,0,4.906,0,2.885,44.292,28.854,12.002,33.448,5.444,5.359,501.485,11.014,9.369,8.745,12.286,9.095,12.075,5.228,7.889,0,6.222,4.99,2.881,2.644,7.3,5.114,5.27,0,6.189,0,5.375,6.093,15.603,5.283,6.201,6.385,26.521,11.273,21.04,4.303,14.692,14.103,8.221,0,4.916,6.636,4.457,6.472,2.781,31.469,0,11.078,7.35,10.707,48.302,0,0,9.687,9.586,0,19.246,0,6.132,6.195,6.443,3.978,7.244,9.476,5.593,7.871,6.221,7.205,6.504,5.1,4.853,5.019,0,0,0,0,7.857,8.528,3.088,12.118,5.521,7.279,10.533,4.185,5.268,10.773,11.483,20.83,0,6.417,58.978,"[0,1]","[1,2,0]","[1,0]","[7,0,11,10,3,1,6,5,8,15,2,14,4,16,12,9,13]","[0,1,2,3,4]","[0,1,2,3,4]","[0,1,2,3,4]","[4,16,6,10,8,3,14,2,1,9,18,5,11,13,0,12,20,19,17,7,15]","[4,3,2,1,0]","[4,3,2,1,0]","[2,0,3,1]","[4,3,2,1,0]","[2,0,3,1]","[4,2,5,3,6,1,0,7]","[5,8,1,4,7,2,3,6,0]","[4,3,2,1,0]",6,2,1,1,1,1,1,1,4,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/22/2016,1/22/2016, ,87,"Mozilla/5.0 (Linux; Android 6.0; LGLS991 Build/MRA58K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.83 Mobile Safari/537.36",Chrome 47,Android Linux 6.0
ANES 2016 Pilot Study version 20160223,3,1.43038958045386,.8153220608587,1,1,9,1,100,1,1,1,1,1,1,2,1,50,50,50,16,27,100,90,1,95,95,2,95,85,2,1,5,61,1,5,9,9,9,2,2,9,7,3,3,5,5,3,4,4,1,5,5,9,__NA__,2,__NA__,2,9,6,1,4,1,1,4,5,7,8,8,8,8,1,4,2,8,8,8,3,8,8,8,8,8,8,8,8,8,8,2,2,2,2,5,5,2,5,5,2,5,4,2,3,6,5,2,6,2,6,4,6,5,5,1,9,1,1,1,1,1,1,2,9,7,9,4,4,6,6,1,7,7,1,5,5,1,2,3,2,7,9,9,7,4,3,3,2,2,1,2,2,2,2,2,9,9,9,9,9,9,1,6,3,1,9,9,9,1,2,1,9,5,3,2,1,1,9,9,2,9,3,9,2,5,9,4,4,9,4,9,3,1,1,9,9,9,9,5,5,2,5,1,1,5,5,5,1,1,99,2,2,0,10,0,0,0,0, ,1963,1,1,__NA__,5,5,4,4,__NA__,1,99,24,1,2,6,4,1,2,6,1,__NA__,15.602,4.367,4.695,6.814,7.154,9.152,4.456,6.107,5.297,5.213,10.81,20.291,4.455,12.807,6.104,10.195,11.416,5.62,7.308,5.706,10.036,15.191,6.055,11.324,17.15,7.745,7.663,8.584,13.823,4.121,10.995,7.797,0,0,10.378,3.382,0,6.59,26.731,57.952,15.992,0,5.034,3.542,0,104.074,376.285,8.615,30.734,13.088,12.423,8.301,38.229,12.795,15.138,10.199,12.092,12.165,69.806,11.43,5.752,0,4.806,6.91,5.398,7.673,16.04,0,9.629,0,17.495,5.229,23.321,10.022,6.489,6.499,86.933,30.608,6.915,7.708,13.145,6.945,0,0,11.468,23.717,11.822,5.651,16.635,5.224,18.469,0,22.525,10.286,19.221,12.053,0,0,0,9.277,14.327,20.976,0,8.101,12.307,6.536,6.11,13.825,8.346,12.705,9.56,16.657,13.6,16.487,19.54,5.59,4.901,0,0,0,0,6.604,4.806,5.809,16.641,8.854,6.098,6.533,5.51,4.403,7.127,5.434,0,36.522,8.088,40.34,"[0,1]","[1,0,2]","[1,0]","[1,10,2,12,11,14,5,0,9,7,6,3,8,16,4,15,13]","[4,3,2,1,0]","[4,3,2,1,0]","[4,3,2,1,0]","[19,1,11,2,17,9,6,0,10,13,18,15,12,16,8,7,14,20,4,3,5]","[4,3,2,1,0]","[4,3,2,1,0]","[3,2,0,1]","[4,3,2,1,0]","[3,2,0,1]","[2,6,7,5,0,1,4,3]","[3,0,5,1,7,6,4,2,8]","[4,3,2,1,0]",8,2,2,2,2,2,1,1,6,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/22/2016,1/22/2016, ,86,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/537.86.3",Safari 9,Mac OS X 10.9
ANES 2016 Pilot Study version 20160223,4,.913966182969933,.520960724292862,1,1,9,2,100,5,4,5,2,2,2,1,89,61,64,61,62,3,0,0,69,2,0,71,3,56,60,73,61,96,1,1,11,9,9,1,1,9,2,4,4,5,5,4,4,4,4,2,3,1,__NA__,9,__NA__,1,9,2,3,7,4,4,6,7,7,8,8,1,8,8,8,8,8,4,8,2,8,8,8,8,8,8,8,8,3,8,1,1,1,1,3,4,5,3,4,5,4,4,5,5,3,1,6,1,1,2,2,1,4,7,5,9,5,2,1,2,2,1,4,9,2,9,2,1,1,1,2,5,6,5,1,2,5,1,2,1,1,9,9,2,5,2,4,3,4,2,2,2,2,2,2,9,9,9,9,9,9,1,6,1,7,9,3,9,9,4,2,9,5,1,6,2,1,9,9,9,9,5,2,1,9,1,5,4,9,4,9,4,4,4,2,3,4,3,9,9,9,9,3,5,4,4,4,1,1,2,99,5,0,10,0,0,0,0, ,1980,1,1,__NA__,5,1,4,1,__NA__,12,99,35,1,1,1,2,1,2,6,9,__NA__,3.304,5.837,17.732,4.966,11.571,3.555,4.443,6.198,3.19,2.317,4.135,4.998,2.867,5.747,3.182,3.291,5.499,7.171,4.723,22.1,17.882,2.985,6.793,4.018,3.82,4.034,7.832,4.631,4.482,4.044,58.344,9.72,0,0,23.908,3.201,0,3.532,17.299,13.921,20.689,10.541,0,2.24,0,55.023,40.696,10.685,34.797,7.603,6.601,11.602,13.839,11.016,8.307,5.152,50.215,112.05,20.543,5.202,5.439,0,2.932,3.463,9.422,5.643,18.275,0,97.95,0,9.579,4.364,11.305,3.247,5.766,7.019,8.467,34.116,25.838,3.456,60.492,3.906,0,0,17.548,32.463,7.8,3.338,11.262,30.618,19.207,0,14.203,4.794,5.699,6.973,0,8.582,0,0,9.347,7.493,0,6.152,82.082,4.598,5.524,14.086,8.966,7.666,46.029,5.626,4.062,134.909,3.447,7.468,4.261,8.293,6.509,14.911,5.812,0,0,0,0,26.466,6.404,3.87,26.717,5.495,10.475,2.738,9.251,0,4.162,13.888,"[1,0]","[0,2,1]","[0,1]","[14,15,16,5,11,9,6,4,2,3,12,7,10,1,8,0,13]","[4,3,2,1,0]","[4,3,2,1,0]","[4,3,2,1,0]","[17,15,2,13,6,1,3,7,11,4,19,18,8,10,14,5,20,0,9,16,12]","[4,3,2,1,0]","[4,3,2,1,0]","[3,1,0,2]","[4,3,2,1,0]","[3,1,0,2]","[2,5,4,0,3,1,7,6]","[0,2,5,3,8,7,1,4,6]","[4,3,2,1,0]",8,1,2,2,2,2,1,1,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/22/2016,1/22/2016, ,211,Mozilla/5.0 (Android 5.1.1; Mobile; rv:43.0) Gecko/43.0 Firefox/43.0,Firefox 43,Android 5.1
ANES 2016 Pilot Study version 20160223,5,.263934577374828,.150442709103652,1,1,9,1,100,2,1,3,1,2,1,2,1,61,58,71,55,22,13,88,1,70,99,13,73,89,31,62,22,40,1,5,4,3,9,9,2,9,7,3,3,3,3,2,3,3,1,4,4,9,__NA__,4,Conservative,9,1,6,1,3,1,1,1,5,7,8,4,8,8,8,2,8,8,8,8,8,8,1,8,8,3,8,8,8,8,8,2,2,2,2,3,4,1,5,5,1,5,5,1,4,7,4,1,7,1,1,1,7,4,1,9,1,4,1,1,1,1,2,7,9,7,9,4,4,7,7,3,1,1,1,5,5,3,2,3,2,7,7,7,9,4,3,3,3,3,9,9,9,9,9,9,1,1,1,1,1,1,1,6,1,9,5,4,4,9,9,2,9,5,1,6,2,2,9,9,9,9,5,2,1,9,1,4,3,9,5,9,3,1,5,9,9,9,9,6,5,1,4,5,5,5,5,5,2,1,2,99,5,0,0,0,0,0,10,I don't fucking care,1974,1,1,__NA__,2,1,4,1,__NA__,10,99,27,1,4,5,4,1,2,2,3,__NA__,5.726,7.388,3.563,7.193,9.332,4.907,8.95,9.589,10.698,17.524,7.901,9.71,6.293,10.436,10.908,7.157,9.321,6.35,3.796,7.398,15.229,14,7.129,4.288,9.997,4.854,6.581,6.01,5.633,3.639,7.403,4.507,8.037,0,0,3.914,0,5.555,27.295,13.745,11.733,0,7.687,0,12.357,51.599,266.008,17.043,49.025,24.503,7.009,9.08,27.479,18.761,15.584,9.846,12.76,17.09,21.268,22.535,0,5.93,16.02,3.313,30.813,8.418,7.649,0,38.251,0,2.834,28.143,9.579,8.649,8.009,71.081,7.365,32.047,30.571,5.929,8.195,33.714,10.124,7.437,0,15.472,9.588,4.085,8.009,2.606,0,33.766,11.528,8.101,10.149,0,18.25,27.909,5.633,0,0,15.513,0,6.195,13.575,3.267,5.54,20.624,17.688,81.809,176.323,61.744,32.098,27.902,4.182,4.651,6.598,0,0,0,0,6.981,6.398,6.46,32.112,14.411,34.579,62.359,9.445,19.455,6.27,8.873,28.952,0,8.841,52.816,"[1,0]","[0,2,1]","[0,1]","[5,0,8,6,10,7,11,14,2,13,15,9,16,1,3,4,12]","[0,1,2,3,4]","[0,1,2,3,4]","[0,1,2,3,4]","[19,20,5,1,3,15,4,17,14,7,0,11,16,2,8,13,12,6,18,10,9]","[0,1,2,3,4]","[0,1,2,3,4]","[3,1,2,0]","[0,1,2,3,4]","[3,1,2,0]","[0,4,2,7,6,1,5,3]","[0,1,2,8,3,5,7,4,6]","[0,1,2,3,4]",3,2,1,2,2,1,2,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/23/2016,1/23/2016, ,342,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_2_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13D15 Safari/601.1",Safari 9,iPhone iOS 9.2
