name	essround	edition	proddate	idno	cntry	tvtot	tvpol	rdtot	rdpol	nwsptot	nwsppol	netuse	ppltrst	pplfair	pplhlp	polintr	polcmpl	poldcs	trstprl	trstlgl	trstplc	trstplt	trstprt	trstep	trstun	vote	prtvtfi	pbldmn	bctprd	clsprty	prtclfi	prtdgcl	mmbprty	prtmbfi	lrscale	stflife	stfeco	stfgov	stfdem	stfedu	stfhlth	gincdif	freehms	prtyban	scnsenv	euftf	imsmetn	imdfetn	impcntr	imbgeco	imueclt	imwbcnt	happy	sclmeet	inmdisc	sclact	crmvct	aesfdrk	health	hlthhmp	rlgblg	rlgdnm	rlgblge	rlgdnme	rlgdgr	rlgatnd	pray	dscrgrp	dscrrce	dscrntn	dscrrlg	dscrlng	dscretn	dscrage	dscrgnd	dscrsex	dscrdsb	dscroth	dscrdk	dscrref	dscrnap	dscrna	ctzcntr	ctzshipa	brncntr	cntbrtha	livecntr	lnghoma	lnghomb	blgetmg	facntr	fbrncnt	mocntr	mbrncnt	mdlswgt	mdhair	mdmemo	mdhappy	mdsexlf	hltherb	mdsdeff	scbevts	ctzchtx	hhmmb	gndr	yrbrn	domicil	hhmodwl	rmhhus	edulvla	edlvbe	edlvach	edlvcz	edlvde	edlvadk	edlvee	edlvaes	edlvgr	edlvlu	edlvno	edlvapl	edlvpt	edlvse	edufld	eduyrs	pdjobev	pdjobyr	emplrel	emplno	wrkctra	estsz	jbspv	njbspv	wkdcorga	iorgact	wkdcpce	wkhct	wkhtot	iscoco	nacer11	wrkac6m	uemp3m	uemp12m	uemp5yr	mbtru	hincsrca	hinctnt	pphincr	hincfel	brwmny	partner	iscocop	emprelp	emplnop	jbspvp	njbspvp	wkdcorp	ioactp	wkhtotp	edulvlf	emprf14	emplnof	jbspvf	occf14a	edulvlm	emprm14	emplnom	jbspvm	occm14a	atncrse	marital	lvghw	lvgoptn	lvgptn	lvgptne	icmsw	dvrcdev	chldhm	chldhhe	moalv	faalv	gdsprt	clmrlx	actvgrs	frshrst	lfintr	wmcpwrk	mnrsphm	mnrgtjb	prntghr	prrfmly	icptn	yrlvptn	dsgrhwk	dsgrmny	dsgrpwk	gwhhprc	gwdvhwk	icptnwk	wkengtp	wkovtmp	ptnwkwe	hwktwd1	hwkpwd1	hwkpwdp	hwktwe1	hwkpwe1	hwkpwep	ichwk1	hwktwd2	hwkpwd2	hwktwe2	hwkpwe2	ichwk2	tngdohm	hwkmono	chdohwk	hwkstrs	hmeqphw	lkafohh	updhlrl	updhlrp	cld12hh	cldcrot	cldcrmr	cldnhh	cldnhhn	iccldnh	cldnhhg	clnhhyb	clnhhbo	clnhhby	cldnhhd	clfncsp	clhwksp	clfncrc	clhwkrc	icb1958	plnchld	icmnac	icempl	jbcoedu	jbedyrs	jblrn	vrtywrk	jbrqlrn	jbscr	wgdpeft	hlpcowk	dcsfwrk	hlthrwk	wrkhrd	nevdnjb	oprtad	nbsrsp	bsmw	ppwwkp	yrcremp	trndnjb	wrkspv	smbtjoba	rpljbde	tmtowrk	wrkengt	wkovrtm	wrkwe	wrywprb	trdawrk	jbprtfp	icnopfm	pfmfdjb	dfcnswk	icemplr	grspay	netpay	payprd	stdlvl	prmpls	quclss	tchtruf	stdtruf	tchints	tchlcrt	stdask	stpvtfm	fmpvtst	tchlp	stdhrsw	stdmcdo	crspce	rtryr	wntrtr	icb1934	ipjbscr	ipjbhin	ipjbprm	ipjbini	ipjbwfm	wkhsch	fstjbyr	yrspdwk	icgndr	icchld	flthmcc	fthcncr	ptmhmcc	pthcncr	ipcrtiv	imprich	ipeqopt	ipshabt	impsafe	impdiff	ipfrule	ipudrst	ipmodst	ipgdtim	impfree	iphlppl	ipsuces	ipstrgv	ipadvnt	ipbhprp	iprspot	iplylfr	impenv	imptrad	impfun	regioafi	inwdd	inwmm	inwyr	inwshh	inwsmm	inwehh	inwemm	spltadma	supqdd	supqmm	supqyr	inwtm	dweight	pweight
ESS2e01	2	1.0	23.09.2005	1913	FI	3	2	7	4	2	2	0	8	8	6	3	4	3	4	8	8	6	8	4	5	1	4	2	2	1	4	2	1	4	6	8	7	8	8	8	8	2	3	1	3	0	3	3	3	2	3	3	7	7	1	5	2	1	2	3	 	 	 	 	9	4	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	66	1	66	6	FIN	000	2	1	66	1	66	5	3	3	5	3	1	1	3	1	2	2	1938	5	1	3	3	 	 	 	 	 	 	 	 	 	 	 	 	 	8	12	1	1984	1	66666	1	3	2	66666	8	7	8	38	38	5132	85	2	2	6	6	2	4	5	4	2	3	1	66666	6	66666	6	66666	66	66	666	3	1	6	1	8	3	2	1	6	5	2	1	1	6	6	2	1	2	2	1	1	2	2	3	3	1	2	3	1	4	4	1	1	1962	1	1	8	3	3	2	66	66	6	3	6	2	6	5	2	2	66	66	66	66	6	4	5	1	5	10	1	4	1	2	66	6	1	3	2	6	6666	1963	1968	0	3	3	3	3	2	6	3	6	6	66	66	6	6	6	6	6	6	6	6	6	6	66	6	66	6666	6	6	66	66	666	66	66	6	6	6	66	6	66	66	6	6666666	6666666	66	66	6	6	6	6	6	6	6	6	6	6	666	6	6	1984	1	1	5	4	4	5	5	38	1953	40	1	1	2	3	1	6	3	4	3	9	9	3	2	3	4	4	3	3	4	2	5	3	5	3	2	3	6	2	29	11	2004	10	0	12	58	5	29	11	2004	178	1	.212711819980218
ESS2e01	2	1.0	23.09.2005	1914	FI	7	3	1	1	0	66	6	7	7	5	1	2	4	8	7	8	6	6	8	8	1	1	2	2	1	1	2	2	66	9	4	8	8	9	9	8	3	2	4	2	2	3	3	3	4	5	5	8	5	1	2	2	1	1	3	 	 	 	 	7	7	6	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	66	1	66	6	FIN	000	2	1	66	1	66	1	1	1	1	1	2	1	4	2	2	1	1960	4	1	3	5	 	 	 	 	 	 	 	 	 	 	 	 	 	9	15	1	2004	1	66666	1	3	2	66666	8	1	8	38	38	3434	74	2	1	2	1	1	5	4	7	4	1	2	66666	6	66666	6	66666	66	66	666	1	2	2	6	4	1	2	2	6	4	2	3	6	6	2	1	2	6	1	6	1	1	3	3	5	5	5	5	1	5	4	2	2	6666	66	66	66	66	66	6	66	66	6	66	66	66	66	66	66	6	2	6	4	6	2	5	4	1	5	10	1	5	2	2	66	6	1	1	1	2	1992	6666	6666	66	1	4	6	6	1	1	4	6	6	66	66	6	6	6	6	6	6	6	6	6	6	66	6	66	6666	6	6	66	66	666	66	66	6	6	6	66	6	66	66	6	6666666	6666666	66	66	6	6	6	6	6	6	6	6	6	6	666	6	6	6666	6	1	5	4	3	4	4	32	1985	20	2	6	66	6	66	6	2	2	3	3	1	2	4	2	4	1	2	2	2	2	3	4	3	2	2	2	2	2	26	11	2004	11	0	12	24	5	26	11	2004	84	1	.212711819980218
ESS2e01	2	1.0	23.09.2005	1915	FI	3	2	7	1	2	1	1	5	5	5	3	5	2	4	4	8	3	3	4	6	1	1	2	2	2	66	6	2	66	5	8	6	4	4	8	8	2	2	2	2	3	3	4	4	2	8	5	9	7	1	3	1	2	2	3	 	 	 	 	5	6	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	66	1	66	6	FIN	000	2	1	66	1	66	3	1	3	4	1	2	5	4	1	1	2	1949	4	1	3	3	 	 	 	 	 	 	 	 	 	 	 	 	 	4	12	6	6666	2	1	6	1	1	1	10	10	10	50	60	1314	50	2	2	6	6	3	2	4	7	2	2	2	66666	6	66666	6	66666	66	66	666	1	4	6	6	66	1	1	6	2	7	1	4	6	6	2	2	1	2	2	1	1	2	1	1	1	2	1	4	1	4	4	1	2	6666	66	66	66	66	66	6	66	66	6	66	66	66	66	66	66	6	1	6	3	6	2	4	4	1	4	7	1	5	1	2	66	6	1	2	2	6	6666	1972	1975	0	2	2	3	2	2	6	1	2	6	66	66	6	6	6	6	6	6	6	6	6	6	66	6	66	6666	6	6	66	66	1	3	6	2	3	3	6	1	66	66	2	6666666	6666666	66	66	6	6	6	6	6	6	6	6	6	6	666	6	6	6666	6	1	4	3	4	5	4	30	1967	37	1	1	1	6	1	6	2	5	1	3	1	1	4	1	1	1	1	1	2	2	3	1	3	1	1	1	1	2	8	12	2004	11	30	12	28	4	8	12	2004	58	1	.212711819980218
ESS2e01	2	1.0	23.09.2005	1916	FI	3	2	0	66	1	1	6	6	4	5	3	4	2	4	6	8	4	3	2	7	1	9	2	1	2	66	6	2	66	3	6	8	6	8	7	7	1	3	2	2	7	3	4	3	4	9	4	7	2	2	2	2	2	3	2	 	 	 	 	1	6	7	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	66	1	66	6	FIN	000	2	1	66	1	66	4	5	5	5	5	1	1	4	2	5	1	1962	5	1	5	3	 	 	 	 	 	 	 	 	 	 	 	 	 	4	11	6	6666	1	66666	1	3	2	66666	3	2	4	40	40	7124	55	1	2	6	6	1	1	9	4	4	3	1	5132	1	66666	2	66666	4	2	38	1	1	6	2	5	3	1	6	2	6	2	1	1	6	6	1	1	2	1	6	1	1	5	5	4	3	1	2	1	3	4	2	1	1982	5	4	3	3	4	1	3	2	2	3	2	5	6	3	4	2	66	66	66	66	6	1	3	4	3	10	1	2	1	1	7	3	2	66	6	6	6666	6666	6666	66	6	6	6	6	1	2	1	1	1	4	5	4	2	1	2	2	1	4	3	4	1	3	1	2	2004	1	1	8	7	30	1	2	1	2	3	4	2	4	3	1	2700	6666666	5	66	6	6	6	6	6	6	6	6	6	6	666	6	6	6666	6	1	3	4	2	4	3	40	1983	21	2	6	66	6	66	6	2	4	2	2	5	2	3	3	4	4	1	2	2	1	1	2	3	2	2	3	3	2	9	12	2004	18	0	19	8	6	9	12	2004	68	1	.212711819980218
ESS2e01	2	1.0	23.09.2005	1917	FI	2	1	0	66	1	1	6	4	7	1	3	4	3	1	1	9	0	6	5	2	1	8	2	1	1	8	2	2	66	3	5	5	7	7	8	9	1	1	4	3	7	1	1	1	9	10	10	6	5	1	2	1	1	4	2	 	 	 	 	10	4	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	66	1	66	6	FIN	000	2	1	66	1	66	2	2	2	4	3	3	5	5	1	3	2	1970	5	1	3	3	 	 	 	 	 	 	 	 	 	 	 	 	 	7	18	1	1990	1	66666	3	1	2	66666	3	0	1	40	40	9132	55	2	1	2	2	3	1	9	1	1	1	1	1236	1	66666	1	10	8	9	38	5	2	1	6	2	5	2	1	6	2	2	1	1	6	6	1	1	2	1	6	1	1	2	3	5	5	2	2	2	5	4	2	1	1999	3	2	1	4	2	1	2	2	2	4	5	2	4	4	3	2	66	66	66	66	6	4	4	1	4	10	1	3	1	1	7	3	2	66	6	6	6666	6666	6666	66	6	6	6	6	1	3	4	6	6	66	66	6	6	6	6	6	6	6	6	6	6	66	6	66	6666	6	6	66	66	666	66	66	6	6	6	66	6	66	66	6	6666666	6666666	66	66	6	6	6	6	6	6	6	6	6	6	666	6	6	6666	6	1	4	2	1	5	4	20	1988	3	1	1	6	3	1	6	1	5	1	4	1	1	3	3	5	3	2	2	5	1	4	4	3	1	1	1	3	2	5	11	2004	13	0	14	21	6	5	11	2004	81	1	.212711819980218
ESS2e01	2	1.0	23.09.2005	1919	FI	5	2	1	0	1	0	3	8	7	5	4	4	2	5	5	7	4	4	3	5	2	66	2	2	2	66	6	2	66	88	8	7	7	8	8	8	2	3	2	3	4	3	3	3	2	7	3	8	6	1	3	2	1	3	3	 	 	 	 	1	7	7	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	66	1	66	6	FIN	000	2	1	66	1	66	3	1	2	3	2	1	4	4	1	4	2	1966	4	1	4	3	 	 	 	 	 	 	 	 	 	 	 	 	 	12	13	6	6666	1	66666	1	4	2	66666	9	0	9	40	40	9132	75	2	1	2	1	1	1	9	3	2	4	1	7241	1	66666	2	66666	8	0	40	5	2	2	6	4	2	1	6	2	88	2	5	6	6	1	6	2	6	1	6	1	2	3	4	5	5	4	4	2	4	5	3	1	1984	4	2	1	2	2	1	1	2	1	6	3	2	3	2	2	2	66	66	66	66	6	2	2	2	2	10	2	1	1	1	8	3	2	66	6	6	6666	6666	6666	66	6	6	6	6	1	2	1	1	1	3	6	2	2	3	1	3	1	1	2	4	4	4	2	4	1988	4	3	6	8	10	1	1	1	2	3	3	2	2	2	1	8888888	8888888	66	66	6	6	6	6	6	6	6	6	6	6	666	6	6	6666	6	1	4	4	4	5	5	40	1984	16	1	1	5	4	1	6	3	5	1	3	3	2	5	2	5	2	3	3	3	2	4	2	4	2	4	5	2	2	26	10	2004	18	30	19	39	6	27	10	2004	69	1	.212711819980218
ESS2e01	2	1.0	23.09.2005	1920	FI	2	2	3	2	1	1	1	7	4	4	2	3	4	7	4	8	7	8	4	5	1	4	2	2	1	4	1	1	4	8	9	6	7	7	8	9	1	3	2	4	3	2	4	3	4	6	4	8	5	1	4	1	1	2	3	 	 	 	 	5	5	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	66	1	66	6	FIN	000	2	1	66	1	66	4	3	2	2	2	2	2	4	2	2	1	1946	5	1	3	1	 	 	 	 	 	 	 	 	 	 	 	 	 	1	8	6	6666	2	15	6	2	1	14	10	10	10	50	50	1311	2	2	2	6	6	3	7	88	6	1	5	1	66666	6	66666	6	66666	66	66	666	1	2	1	6	5	1	2	1	6	5	1	1	1	6	6	2	1	2	2	1	1	2	3	4	3	4	1	2	4	2	3	1	1	1969	2	1	1	2	2	2	66	66	6	3	2	5	3	2	5	2	66	66	66	66	6	5	4	1	5	10	2	1	1	2	66	6	1	2	2	6	6666	1972	1974	1	3	3	3	3	2	6	1	2	6	66	66	6	6	6	6	6	6	6	6	6	6	66	6	66	6666	6	6	66	66	20	6	1	4	3	3	3	2	3	1	2	6666666	6666666	66	66	6	6	6	6	6	6	6	6	6	6	666	6	6	6666	6	1	3	3	2	1	2	40	1960	40	2	6	66	6	66	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	5	11	2004	9	0	10	28	6	 	 	 	88	1	.212711819980218
ESS2e01	2	1.0	23.09.2005	1921	FI	2	1	2	1	1	1	1	3	5	4	2	3	3	6	8	9	4	5	7	9	1	4	2	2	2	66	6	2	66	5	8	7	7	8	7	8	1	3	3	2	9	3	3	3	0	7	5	8	7	1	2	1	1	2	3	 	 	 	 	10	6	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	66	1	66	6	FIN	ENG	2	1	66	1	66	3	3	2	2	2	1	1	4	1	1	1	1980	3	1	1	3	 	 	 	 	 	 	 	 	 	 	 	 	 	9	12	6	6666	1	66666	1	2	2	66666	5	5	9	30	35	5220	52	2	2	6	6	1	1	4	7	2	4	2	66666	6	66666	6	66666	66	66	666	1	2	1	6	5	1	2	1	6	5	2	5	6	6	2	2	2	6	2	2	1	1	2	4	3	3	3	5	1	5	5	1	2	6666	66	66	66	66	66	6	66	66	6	66	66	66	66	66	66	6	1	6	0	1	2	9	9	9	9	9	2	1	2	2	66	6	2	66	6	6	6666	6666	6666	66	6	6	6	6	1	2	1	1	2	66	4	2	2	3	1	4	2	2	2	2	5	4	2	6	1998	4	3	8	7	15	1	1	4	2	3	6	1	66	66	1	8888888	8888888	66	66	6	6	6	6	6	6	6	6	6	6	666	6	6	6666	6	1	5	3	4	4	5	40	1998	6	2	6	66	6	66	6	2	4	1	3	2	2	2	1	3	3	2	2	3	1	3	2	3	1	3	2	3	2	1	10	2004	9	0	10	44	4	1	10	2004	104	1	.212711819980218
ESS2e01	2	1.0	23.09.2005	1922	FI	4	2	5	1	2	1	6	6	7	5	2	2	4	6	8	9	7	6	6	7	1	9	2	2	1	9	2	2	66	7	8	6	6	7	9	7	3	5	5	2	3	3	3	3	4	5	4	8	7	1	4	2	1	1	3	 	 	 	 	4	7	5	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	66	1	66	6	FIN	000	2	1	66	1	66	3	2	2	2	2	1	4	4	1	2	1	1972	4	1	2	5	 	 	 	 	 	 	 	 	 	 	 	 	 	13	15	6	6666	1	66666	1	3	2	66666	6	2	2	33	33	5169	20	1	2	6	6	1	1	8	5	2	4	1	9132	1	66666	2	66666	4	0	37	6	1	6	1	4	5	1	6	2	2	1	5	6	6	1	6	2	6	2	2	1	1	2	2	2	3	3	5	2	5	4	1	1	1993	3	2	1	3	2	1	4	2	4	1	2	4	2	2	5	2	66	66	66	66	6	5	2	3	4	10	2	2	1	2	66	6	2	66	6	6	6666	6666	6666	66	6	6	6	6	1	3	1	1	1	2	3	2	3	4	1	3	1	3	2	5	2	5	1	2	1996	5	2	10	7	40	4	2	4	1	1	2	2	1	1	1	2200	6666666	6	66	6	6	6	6	6	6	6	6	6	6	666	6	6	6666	6	1	4	4	3	2	4	33	1992	10	2	6	66	6	66	6	4	3	2	3	4	3	2	4	4	2	3	4	3	2	4	2	3	1	2	5	2	2	20	10	2004	10	0	11	20	4	20	10	2004	80	1	.212711819980218
ESS2e01	2	1.0	23.09.2005	1923	FI	3	1	7	3	1	1	3	7	9	5	3	3	3	5	8	10	4	88	3	7	2	66	2	2	2	66	6	2	66	5	8	4	3	88	8	10	2	3	3	2	0	4	4	4	1	0	0	9	6	1	3	2	1	1	3	 	 	 	 	5	7	6	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	66	1	66	6	FIN	000	2	1	66	1	66	3	3	3	3	3	1	1	3	1	4	1	1978	5	1	3	3	 	 	 	 	 	 	 	 	 	 	 	 	 	5	12	6	6666	1	66666	1	3	2	66666	10	2	10	40	65	8331	2	2	1	1	2	3	1	8	5	2	4	1	3231	1	66666	2	66666	1	0	38	1	2	2	6	88	88	3	6	6	66	1	5	6	6	1	6	2	6	1	6	1	1	2	4	4	4	2	3	8	4	4	1	1	1999	4	3	6	3	4	1	6	4	4	88	2	88	88	2	88	2	66	66	66	66	6	1	4	2	4	10	1	1	1	1	1	3	2	66	6	6	6666	6666	6666	66	6	6	6	6	1	2	1	1	1	4	7	4	2	4	4	4	3	2	3	1	4	5	1	1	2002	5	1	10	0	555	3	1	1	3	3	3	2	1	2	1	2000	6666666	6	66	6	6	6	6	6	6	6	6	6	6	666	6	6	6666	6	1	5	3	3	4	2	50	1996	6	2	6	66	6	66	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	11	11	2004	19	30	20	55	5	 	 	 	85	1	.212711819980218
ESS2e01	2	1.0	23.09.2005	1924	FI	7	3	1	1	3	1	1	6	8	8	2	5	4	9	8	8	6	6	8	9	1	9	2	2	1	9	2	2	66	7	8	7	7	8	8	8	5	2	4	3	5	3	4	3	3	6	3	8	5	1	3	2	1	3	2	 	 	 	 	8	6	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	66	1	66	6	FIN	000	2	1	66	1	66	5	4	2	4	1	1	1	1	2	2	1	1928	4	1	4	1	 	 	 	 	 	 	 	 	 	 	 	 	 	1	7	1	1980	1	66666	1	8	2	66666	88	88	88	40	40	7124	45	2	2	6	6	2	4	6	5	1	4	1	66666	6	66666	6	66666	66	66	666	0	2	1	6	5	1	2	1	6	88	2	1	1	6	6	2	1	2	2	1	2	2	3	3	3	3	3	3	1	5	5	1	1	1955	1	99	8	3	3	2	66	66	6	1	2	3	1	4	4	2	66	66	66	66	6	3	2	2	4	9	2	1	2	2	66	6	1	3	2	6	6666	1955	1963	2	3	3	3	3	2	6	3	6	6	66	66	6	6	6	6	6	6	6	6	6	6	66	6	66	6666	6	6	66	66	666	66	66	6	6	6	66	6	66	66	6	6666666	6666666	66	66	6	6	6	6	6	6	6	6	6	6	666	6	6	1986	2	2	6	6	6	6	6	666	1940	40	2	6	66	6	66	6	3	4	1	1	3	2	4	3	3	4	1	2	3	1	5	1	4	2	1	3	2	2	5	10	2004	10	0	11	16	5	10	10	2004	76	1	.212711819980218
ESS2e01	2	1.0	23.09.2005	1925	FI	4	3	2	1	2	1	1	6	7	8	3	3	3	3	6	9	5	5	88	6	1	9	2	2	1	9	2	2	66	4	9	7	8	7	9	8	3	1	1	1	4	3	2	3	5	6	5	8	5	1	4	2	3	2	3	 	 	 	 	7	5	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	66	1	66	6	FIN	000	2	1	66	1	66	5	4	2	2	2	1	5	3	2	2	2	1930	4	1	3	1	 	 	 	 	 	 	 	 	 	 	 	 	 	1	5	1	1993	1	66666	1	2	2	66666	0	0	0	40	40	9132	55	2	2	6	6	2	4	6	3	1	2	1	66666	6	66666	6	66666	66	66	666	1	1	6	2	88	0	3	6	6	66	2	1	1	6	6	2	1	2	2	1	2	2	2	2	2	2	2	2	2	3	4	1	1	1956	3	1	8	3	3	2	66	66	6	1	3	3	1	3	3	2	66	66	66	66	6	5	3	1	4	9	2	1	1	2	66	6	1	3	2	6	6666	1957	1964	2	3	3	3	3	2	6	3	6	6	66	66	6	6	6	6	6	6	6	6	6	6	66	6	66	6666	6	6	66	66	666	66	66	6	6	6	66	6	66	66	6	6666666	6666666	66	66	6	6	6	6	6	6	6	6	6	6	666	6	6	1993	1	2	6	6	6	6	6	666	1946	30	1	1	6	4	1	6	3	5	2	4	3	4	3	2	3	3	2	3	3	2	4	4	5	2	3	2	4	2	7	10	2004	14	0	15	19	6	18	10	2004	79	1	.212711819980218
ESS2e01	2	1.0	23.09.2005	1926	FI	7	2	2	2	3	2	1	8	8	9	2	3	4	8	8	10	8	8	88	9	1	1	2	2	1	1	2	2	66	10	10	8	8	8	8	8	4	1	1	2	2	2	3	3	7	7	5	10	5	1	4	2	3	2	3	 	 	 	 	8	5	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	66	1	66	6	FIN	000	2	1	66	1	66	5	5	1	1	2	6	1	4	1	2	2	1944	4	1	4	5	 	 	 	 	 	 	 	 	 	 	 	 	 	9	13	1	2001	1	66666	1	5	1	88888	7	0	7	40	40	3431	21	2	2	6	6	1	1	88	2	1	4	1	1226	1	66666	1	88888	10	88	40	1	1	6	2	88	1	3	6	6	66	2	1	1	6	6	2	1	2	2	1	2	2	3	3	2	2	3	4	2	5	4	1	1	1977	1	1	1	3	2	1	4	2	1	3	6	1	3	4	2	2	66	66	66	66	6	4	4	1	5	10	2	2	1	2	66	6	1	3	2	6	6666	1966	1978	2	2	2	3	3	2	6	3	6	6	66	66	6	6	6	6	6	6	6	6	6	6	66	6	66	6666	6	6	66	66	666	66	66	6	6	6	66	6	66	66	6	6666666	6666666	66	66	6	6	6	6	6	6	6	6	6	6	666	6	6	2001	1	1	2	2	2	2	2	0	1960	40	1	1	4	4	1	6	2	3	2	1	1	1	1	1	3	2	4	2	2	1	5	2	3	1	1	2	1	2	12	11	2004	10	0	11	12	4	14	11	2004	72	1	.212711819980218
ESS2e01	2	1.0	23.09.2005	1927	FI	6	2	0	66	2	0	1	7	9	5	4	5	1	3	4	8	0	0	88	88	1	9	2	2	2	66	6	2	66	88	10	88	88	88	8	9	1	1	1	4	5	3	4	4	0	5	0	8	5	1	3	2	1	3	2	 	 	 	 	8	6	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	66	1	66	6	FIN	000	2	1	66	1	66	5	4	2	2	1	4	5	1	1	2	2	1934	5	1	3	1	 	 	 	 	 	 	 	 	 	 	 	 	 	1	7	1	1992	1	66666	2	3	2	66666	4	0	5	38	38	4190	75	2	1	1	2	1	5	88	3	2	4	1	66666	6	66666	6	66666	66	66	666	1	2	1	6	5	1	2	1	6	5	2	1	1	6	6	2	1	1	2	1	2	2	3	4	5	5	4	5	1	5	4	1	1	1954	1	1	8	4	3	2	66	66	6	2	2	5	1	2	5	2	66	66	66	66	6	5	3	1	4	10	2	1	2	2	66	6	1	2	2	6	6666	1954	1972	0	3	3	3	3	2	6	3	6	6	66	66	6	6	6	6	6	6	6	6	6	6	66	6	66	6666	6	6	66	66	666	66	66	6	6	6	66	6	66	66	6	6666666	6666666	66	66	6	6	6	6	6	6	6	6	6	6	666	6	6	1994	1	2	6	6	6	6	6	666	1965	20	1	1	5	3	1	6	4	6	2	4	2	5	2	2	2	4	5	3	4	1	6	4	6	1	1	1	3	2	29	9	2004	11	0	12	33	6	21	10	2004	93	1	.212711819980218
ESS2e01	2	1.0	23.09.2005	1928	FI	2	1	0	66	2	1	6	7	8	4	3	4	4	7	9	5	3	2	3	7	1	77	2	2	1	77	6	2	66	6	8	7	7	8	8	7	1	3	1	4	2	2	2	2	7	8	7	8	2	2	4	2	3	2	3	 	 	 	 	8	5	6	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	66	1	66	6	FIN	000	2	1	66	1	66	4	3	2	4	3	2	4	4	1	4	2	1962	4	1	5	5	 	 	 	 	 	 	 	 	 	 	 	 	 	9	13	6	6666	1	66666	1	5	2	66666	9	0	9	40	40	3431	21	2	1	1	2	1	1	9	3	1	3	1	1232	1	66666	1	5	9	88	40	0	2	1	6	5	1	2	1	6	5	1	1	1	6	6	2	1	2	1	6	2	2	3	2	1	3	1	5	1	5	5	2	1	1981	2	1	2	3	2	1	5	5	2	2	4	2	5	4	3	2	66	66	66	66	6	3	4	2	4	10	2	1	2	2	66	6	2	66	6	6	6666	6666	6666	66	6	6	6	6	1	1	1	1	1	5	5	4	3	4	1	4	2	1	4	4	1	3	1	2	1994	5	2	2	8	20	1	2	1	2	2	2	2	2	2	1	2500	6666666	6	66	6	6	6	6	6	6	6	6	6	6	666	6	6	6666	6	1	4	3	4	4	4	40	1979	15	1	1	6	4	1	6	3	5	1	4	4	2	3	2	3	4	1	2	2	1	4	3	5	2	1	2	5	2	27	10	2004	18	0	19	2	4	4	11	2004	62	1	.212711819980218
ESS2e01	2	1.0	23.09.2005	1929	FI	2	2	2	1	1	1	6	4	6	5	3	3	2	6	8	8	6	7	6	7	1	9	2	1	1	9	3	2	66	5	7	8	7	8	8	7	2	3	4	3	6	2	2	2	5	6	6	7	5	1	2	1	1	2	3	 	 	 	 	7	4	3	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	66	1	66	6	FIN	000	2	1	66	1	66	4	4	2	3	2	2	3	4	2	3	1	1952	4	1	6	5	 	 	 	 	 	 	 	 	 	 	 	 	 	4	18	6	6666	1	66666	1	4	2	66666	10	7	10	60	60	2149	74	2	2	6	6	1	1	9	5	2	4	1	5123	2	0	2	66666	10	10	40	1	1	6	1	5	1	3	6	6	66	1	1	1	6	6	2	1	2	1	6	1	2	4	5	4	4	2	3	2	3	4	2	1	1976	2	1	5	4	3	1	6	3	4	2	1	1	4	2	5	2	66	66	66	66	6	2	4	2	3	10	2	1	2	2	66	6	1	1	1	2	1980	6666	6666	66	2	3	3	3	2	6	1	1	1	4	7	4	4	4	3	2	4	3	2	1	2	3	1	2	1976	3	4	6	7	555	1	1	1	3	4	3	2	3	3	1	4000	6666666	6	66	6	6	6	6	6	6	6	6	6	6	666	6	6	6666	6	1	4	3	4	4	3	50	1968	35	2	6	66	6	66	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	5	11	2004	16	30	17	51	4	 	 	 	81	1	.212711819980218
