y	x_norm	votesh_so	cutoff_34	cutoff_37	cutoff_40	cutoff_43	cutoff_46	cutoff_49
1	12.82454681396484	43.58772659301758	0	0	0	1	0	0
0	14.19939708709717	42.90030288696289	0	0	0	1	0	0
0	-40.29512023925781	70.14756011962891	0	0	0	0	0	0
0	-22.45145797729492	61.22573089599609	0	0	0	0	0	0
0	-49.19220352172852	74.59609985351563	0	0	0	0	0	0
0	7.468694686889648	36.11359405517578	1	1	0	0	0	0
0	-23.20818901062012	61.60409545898438	0	0	0	0	0	0
1	.4867643117904663	42.35696029663086	0	0	0	1	0	0
0	50.13478851318359	18.78931427001953	0	0	0	0	0	0
0	-28.64156913757324	64.32078552246094	0	0	0	0	0	0
1	1.695302128791809	37.93814468383789	0	1	1	0	0	0
0	6.608528137207031	43.02325439453125	0	0	0	1	0	0
1	36.99835968017578	29.80529403686523	0	0	0	0	0	0
0	95.961669921875	2.019164323806763	0	0	0	0	0	0
1	25.64525032043457	35.63975524902344	1	1	0	0	0	0
1	11.06427955627441	44.46786117553711	0	0	0	1	1	0
1	40.80765151977539	29.5961742401123	0	0	0	0	0	0
0	-43.14205551147461	48.77536773681641	0	0	0	0	1	1
0	10.41713905334473	44.79143142700195	0	0	0	1	1	0
1	-22.6046142578125	60.76130676269531	0	0	0	0	0	0
0	14.9655876159668	28.83291816711426	0	0	0	0	0	0
1	-2.057969570159912	51.02898406982422	0	0	0	0	0	0
0	7.421490669250488	42.64188003540039	0	0	0	1	0	0
1	-12.93859481811523	56.46929931640625	0	0	0	0	0	0
0	7.69822883605957	45.08083343505859	0	0	0	0	1	0
0	40.05376052856445	27.91218757629395	0	0	0	0	0	0
0	-6.010931968688965	52.26031112670898	0	0	0	0	0	0
1	-4.386570930480957	49.58906936645508	0	0	0	0	0	1
1	1.234260201454163	35.33756256103516	1	1	0	0	0	0
1	-3.376099586486816	37.92376708984375	1	1	1	0	0	0
1	5.343916893005371	36.11031341552734	1	1	0	0	0	0
0	2.264678478240967	48.86766052246094	0	0	0	0	0	1
1	75.552490234375	12.22375679016113	0	0	0	0	0	0
0	27.76235580444336	33.59244918823242	1	0	0	0	0	0
0	-9.770584106445313	41.72470092773438	0	0	1	1	0	0
0	7.384047031402588	46.30797958374023	0	0	0	0	1	0
0	-3.752288341522217	35.31116485595703	1	1	0	0	0	0
0	-33.33333587646484	66.66667175292969	0	0	0	0	0	0
0	-4.271090030670166	52.13554382324219	0	0	0	0	0	0
0	-59.23845291137695	59.23845291137695	0	0	0	0	0	0
0	-1.911035180091858	50.95551681518555	0	0	0	0	0	0
0	-26.54424095153809	63.27211761474609	0	0	0	0	0	0
0	1.571816205978394	43.84823608398438	0	0	0	1	0	0
0	-13.82949638366699	56.91474533081055	0	0	0	0	0	0
0	4.203245162963867	42.81723785400391	0	0	0	1	0	0
0	-10.79706001281738	55.39852905273438	0	0	0	0	0	0
0	-3.227510929107666	51.61375427246094	0	0	0	0	0	0
0	-19.36185455322266	59.68092727661133	0	0	0	0	0	0
0	-21.09390258789063	60.54695129394531	0	0	0	0	0	0
0	11.68426322937012	44.15786743164063	0	0	0	1	0	0
0	-50.27924346923828	52.74857711791992	0	0	0	0	0	0
0	4.436892509460449	39.44515991210938	0	0	1	0	0	0
1	-14.70215320587158	39.92395401000977	0	1	1	0	0	0
1	5.949008464813232	47.02549743652344	0	0	0	0	1	0
1	11.41993999481201	44.29003143310547	0	0	0	1	0	0
0	18.83674812316895	40.58162689208984	0	0	1	0	0	0
0	37.80860900878906	21.39665985107422	0	0	0	0	0	0
1	-32.72091293334961	38.14523315429688	1	1	1	0	0	0
0	11.34893035888672	32.42077255249023	1	0	0	0	0	0
0	-1.103103160858154	50.55155181884766	0	0	0	0	0	1
0	21.24238586425781	37.83005905151367	0	1	1	0	0	0
1	-7.615840435028076	53.80791854858398	0	0	0	0	0	0
0	14.6898775100708	42.65505981445313	0	0	0	1	0	0
1	16.6044807434082	41.69776153564453	0	0	1	1	0	0
0	23.05630111694336	38.47185134887695	0	1	1	0	0	0
1	6.996136665344238	36.95342636108398	0	1	0	0	0	0
0	9.263038635253906	45.36848068237305	0	0	0	0	1	0
1	6.970417499542236	34.07004547119141	1	0	0	0	0	0
1	14.60431480407715	42.37409973144531	0	0	0	1	0	0
0	26.89701652526855	36.55149078369141	0	1	0	0	0	0
1	13.51273822784424	23.94312477111816	0	0	0	0	0	0
1	7.614737510681152	37.16009521484375	0	1	0	0	0	0
1	19.35005760192871	33.75611114501953	1	0	0	0	0	0
0	19.46352767944336	30.05025672912598	0	0	0	0	0	0
0	-1.900148391723633	35.80476760864258	1	1	0	0	0	0
0	-37.22052383422852	48.65850830078125	0	0	0	0	1	1
0	26.78923225402832	36.60538482666016	0	1	0	0	0	0
0	-8.036338806152344	38.36478042602539	1	1	1	0	0	0
0	-13.7910099029541	56.8955078125	0	0	0	0	0	0
0	12.16505813598633	43.91747283935547	0	0	0	1	0	0
0	-13.95303344726563	53.522216796875	0	0	0	0	0	0
0	-5.878433704376221	37.40216445922852	1	1	1	0	0	0
1	4.135504245758057	43.6867561340332	0	0	0	1	0	0
0	29.24488830566406	35.37755584716797	1	1	0	0	0	0
1	-.6822258234024048	50.34111022949219	0	0	0	0	0	1
1	54.43350219726563	22.78325080871582	0	0	0	0	0	0
1	33.64971160888672	30.66439628601074	0	0	0	0	0	0
1	18.82197570800781	39.76034927368164	0	0	1	0	0	0
0	14.1899471282959	42.90502548217773	0	0	0	1	0	0
0	-24.63676643371582	50.85280990600586	0	0	0	0	0	0
1	-15.49942493438721	57.74971389770508	0	0	0	0	0	0
0	-14.69359397888184	57.34679794311523	0	0	0	0	0	0
1	-4.10914134979248	51.80802154541016	0	0	0	0	0	0
0	5.886289596557617	47.05685806274414	0	0	0	0	1	0
0	-1.737451553344727	50.86872482299805	0	0	0	0	0	0
1	-.0471025705337524	50.0235481262207	0	0	0	0	0	1
0	6.357812881469727	46.82109451293945	0	0	0	0	1	0
0	-8.656144142150879	54.32807159423828	0	0	0	0	0	0
0	-27.60849380493164	63.80424499511719	0	0	0	0	0	0
0	-16.17388343811035	44.31538391113281	0	0	0	1	1	0
1	-3.082457065582275	51.54122543334961	0	0	0	0	0	0
0	5.440726757049561	47.27963638305664	0	0	0	0	1	0
0	-2.702701091766357	51.35134887695313	0	0	0	0	0	0
0	-38.40134048461914	69.20066833496094	0	0	0	0	0	0
0	3.361344337463379	48.31932830810547	0	0	0	0	0	1
1	-3.045430660247803	42.03694534301758	0	0	1	1	0	0
0	1.93152129650116	49.03424072265625	0	0	0	0	0	1
1	-51.66317749023438	53.12945175170898	0	0	0	0	0	0
0	7.721865177154541	35.66097640991211	1	1	0	0	0	0
0	25.05746841430664	28.88888931274414	0	0	0	0	0	0
0	11.44398784637451	34.18287658691406	1	0	0	0	0	0
0	-31.23010444641113	65.61505126953125	0	0	0	0	0	0
0	5.991005897521973	32.53736877441406	1	0	0	0	0	0
1	-55.82251739501953	77.9112548828125	0	0	0	0	0	0
0	62.80907440185547	15.19051456451416	0	0	0	0	0	0
0	-13.5211181640625	28.18128204345703	1	0	0	0	0	0
0	.5380988121032715	49.73094940185547	0	0	0	0	0	1
1	22.36383247375488	38.81808090209961	0	1	1	0	0	0
1	28.24451065063477	35.87774276733398	1	1	0	0	0	0
1	9.435674667358398	43.73525619506836	0	0	0	1	0	0
0	.2404659986495972	46.57222747802734	0	0	0	0	1	0
0	-44.21001052856445	48.33169937133789	0	0	0	0	1	1
0	-15.13761329650879	57.56880569458008	0	0	0	0	0	0
1	19.26425170898438	30.14154815673828	0	0	0	0	0	0
0	31.25	34.375	1	0	0	0	0	0
0	-23.83474731445313	42.26694869995117	0	0	1	1	0	0
0	16.21181297302246	39.71486663818359	0	0	1	0	0	0
1	-14.06195735931396	53.63731384277344	0	0	0	0	0	0
1	33.7635383605957	20.55449295043945	0	0	0	0	0	0
1	2.703499794006348	48.64825057983398	0	0	0	0	0	1
1	-1.328149437904358	50.6640739440918	0	0	0	0	0	1
1	34.16493225097656	32.91753387451172	1	0	0	0	0	0
1	.9939074516296387	49.50304794311523	0	0	0	0	0	1
0	-20.34533500671387	40.29719543457031	0	1	1	1	0	0
0	2.769970893859863	48.61501312255859	0	0	0	0	0	1
0	-19.46959495544434	59.73479843139648	0	0	0	0	0	0
1	8.926209449768066	38.10153198242188	0	1	1	0	0	0
0	1.526284217834473	49.23685836791992	0	0	0	0	0	1
0	-9.778854370117188	54.88942718505859	0	0	0	0	0	0
1	-25.97557640075684	62.64522171020508	0	0	0	0	0	0
1	11.0160436630249	29.76827049255371	0	0	0	0	0	0
1	11.31408214569092	44.34296035766602	0	0	0	1	0	0
1	11.53550434112549	38.50294494628906	0	1	1	0	0	0
0	-7.165110111236572	37.33867263793945	1	1	1	0	0	0
0	-10.40058994293213	55.20029830932617	0	0	0	0	0	0
0	-41.25590515136719	41.66103744506836	0	0	1	1	0	0
0	13.84615612030029	43.07692337036133	0	0	0	1	0	0
0	-2.665707588195801	51.33285522460938	0	0	0	0	0	0
1	-12.44401931762695	51.24760437011719	0	0	0	0	0	0
0	-23.82094573974609	61.91047286987305	0	0	0	0	0	0
0	.0620722770690918	49.96896362304688	0	0	0	0	0	1
0	-17.41961097717285	41.3499870300293	0	0	1	1	0	0
0	-31.93356132507324	65.96678161621094	0	0	0	0	0	0
0	-16.32395935058594	58.16197967529297	0	0	0	0	0	0
0	-23.91594314575195	42.32821655273438	0	0	1	1	0	0
0	35.96128082275391	23.6008129119873	0	0	0	0	0	0
0	-24.5824089050293	51.62948226928711	0	0	0	0	0	0
1	1.93805992603302	49.03096771240234	0	0	0	0	0	1
0	6.910276412963867	46.54486083984375	0	0	0	0	1	0
1	28.97831153869629	35.51084518432617	1	1	0	0	0	0
1	7.312252998352051	37.22002410888672	0	1	0	0	0	0
0	3.605261325836182	38.6315803527832	0	1	1	0	0	0
0	-8.47324275970459	31.87303161621094	1	1	0	0	0	0
1	8.8099365234375	33.36221694946289	1	0	0	0	0	0
0	7.954001426696777	35.45759201049805	1	1	0	0	0	0
0	-14.02597427368164	57.01298522949219	0	0	0	0	0	0
1	-4.201683521270752	52.1008415222168	0	0	0	0	0	0
1	25.70281028747559	37.14859390258789	0	1	0	0	0	0
0	19.65065383911133	40.1746711730957	0	0	1	0	0	0
0	-8.487733840942383	54.24386978149414	0	0	0	0	0	0
0	-10.08616638183594	55.04308319091797	0	0	0	0	0	0
0	-9.462579727172852	43.01119613647461	0	0	0	1	1	0
1	-17.2911434173584	58.64556884765625	0	0	0	0	0	0
0	6.773099422454834	46.61345291137695	0	0	0	0	1	0
1	-7.909378528594971	46.62162017822266	0	0	0	0	1	1
0	27.4628849029541	27.19298362731934	0	0	0	0	0	0
0	-13.16405487060547	54.91458129882813	0	0	0	0	0	0
1	36.86745452880859	28.95232772827148	0	0	0	0	0	0
0	62.12095642089844	11.95851421356201	0	0	0	0	0	0
0	-18.52733421325684	57.59987258911133	0	0	0	0	0	0
0	-58.80537033081055	79.16602325439453	0	0	0	0	0	0
1	13.49443244934082	43.25278472900391	0	0	0	1	0	0
0	28.39094352722168	35.80452728271484	1	1	0	0	0	0
0	-2.294597148895264	51.14730072021484	0	0	0	0	0	0
1	-4.565948486328125	39.34772491455078	0	1	1	0	0	0
0	8.812919616699219	29.95189666748047	0	0	0	0	0	0
0	7.456588745117188	46.27170562744141	0	0	0	0	1	0
0	-17.38382339477539	58.69191360473633	0	0	0	0	0	0
0	-13.05314636230469	56.52657318115234	0	0	0	0	0	0
1	16.14117622375488	41.92941284179688	0	0	1	1	0	0
0	25.8448371887207	37.07758331298828	0	1	0	0	0	0
0	-4.30438232421875	49.88470458984375	0	0	0	0	0	1
0	-47.48322296142578	50.13423156738281	0	0	0	0	0	1
1	-3.088235855102539	51.54411697387695	0	0	0	0	0	0
0	21.51898765563965	36.45569610595703	0	1	0	0	0	0
0	-14.03604412078857	43.36428070068359	0	0	0	1	1	0
1	-45.50470352172852	71.85977935791016	0	0	0	0	0	0
1	.5655288696289063	39.66068267822266	0	0	1	0	0	0
0	3.957447528839111	48.02127838134766	0	0	0	0	0	1
1	-2.325582504272461	47.08205413818359	0	0	0	0	1	1
1	16.54305076599121	41.72847747802734	0	0	1	1	0	0
1	-46.21394348144531	58.32288360595703	0	0	0	0	0	0
1	8.229893684387207	43.4408073425293	0	0	0	1	0	0
0	8.767941474914551	42.54213714599609	0	0	0	1	0	0
1	-2.466830730438232	43.50025177001953	0	0	0	1	1	0
0	-25.9301872253418	47.75603866577148	0	0	0	0	1	1
0	-19.84914588928223	51.68717575073242	0	0	0	0	0	0
0	-53.39199447631836	53.39199447631836	0	0	0	0	0	0
1	23.15734672546387	38.26450729370117	0	1	1	0	0	0
0	3.992486000061035	48.00375747680664	0	0	0	0	0	1
1	-31.47555923461914	65.73777770996094	0	0	0	0	0	0
0	15.05987358093262	42.05156326293945	0	0	1	1	0	0
0	-5.389824390411377	40.10746002197266	0	1	1	1	0	0
0	5.028772354125977	47.48561477661133	0	0	0	0	1	0
0	-4.498842239379883	36.18921661376953	1	1	1	0	0	0
0	-3.009560585021973	33.75706100463867	1	1	0	0	0	0
0	-33.08789825439453	45.74321365356445	0	0	0	1	1	0
0	-46.49197006225586	73.24598693847656	0	0	0	0	0	0
1	-30.18913841247559	34.7397346496582	1	1	0	0	0	0
0	4.207849502563477	32.03054809570313	1	0	0	0	0	0
1	-23.8402214050293	35.86589431762695	1	1	0	0	0	0
0	28.87860870361328	34.87001800537109	1	1	0	0	0	0
0	-95.58736419677734	97.79367828369141	0	0	0	0	0	0
1	-2.029523372650146	51.01476287841797	0	0	0	0	0	0
0	14.78505992889404	42.60747146606445	0	0	0	1	0	0
1	-.3895074129104614	50.19475173950195	0	0	0	0	0	1
1	13.0670280456543	43.46648788452148	0	0	0	1	0	0
0	22.52989387512207	34.10950469970703	1	0	0	0	0	0
0	-37.69109344482422	52.50395584106445	0	0	0	0	0	0
0	-53.02782821655273	55.86470413208008	0	0	0	0	0	0
0	-4.005575180053711	52.00278854370117	0	0	0	0	0	0
0	-3.125771999359131	51.56288909912109	0	0	0	0	0	0
0	-73.978271484375	76.61665344238281	0	0	0	0	0	0
1	.0762492418289185	35.3179931640625	1	1	0	0	0	0
0	17.3570728302002	40.66913604736328	0	0	1	0	0	0
0	-55.97803115844727	58.42839050292969	0	0	0	0	0	0
0	-23.98034286499023	36.18345642089844	1	1	1	0	0	0
0	-18.74019432067871	45.46880722045898	0	0	0	1	1	0
0	-58.70182418823242	59.269775390625	0	0	0	0	0	0
0	21.2251148223877	39.38744354248047	0	1	1	0	0	0
0	-18.42502021789551	59.2125129699707	0	0	0	0	0	0
0	-86.09949493408203	89.17087554931641	0	0	0	0	0	0
0	-14.34689426422119	30.57815742492676	1	1	0	0	0	0
0	5.681624889373779	33.35608291625977	1	0	0	0	0	0
0	33.91304397583008	33.04347610473633	1	0	0	0	0	0
0	-45.70968627929688	72.85484313964844	0	0	0	0	0	0
1	-1.26926600933075	50.63463592529297	0	0	0	0	0	1
0	20.42054748535156	30.73921585083008	0	0	0	0	0	0
0	56.8690071105957	18.43684387207031	0	0	0	0	0	0
0	-11.08352279663086	39.86492919921875	0	1	1	0	0	0
1	-8.553465843200684	49.56864547729492	0	0	0	0	0	1
0	14.10115051269531	42.80984115600586	0	0	0	1	0	0
0	9.19792366027832	28.8707103729248	0	0	0	0	0	0
0	5.137219905853271	32.53777313232422	1	0	0	0	0	0
0	-33.3013801574707	66.65068817138672	0	0	0	0	0	0
0	-15.79659271240234	57.89829635620117	0	0	0	0	0	0
0	-37.03866195678711	37.39851760864258	1	1	1	0	0	0
0	-22.13381576538086	30.33454132080078	1	1	0	0	0	0
0	-37.08259963989258	68.54129791259766	0	0	0	0	0	0
0	-49.79326248168945	50.20673370361328	0	0	0	0	0	1
0	-41.30269622802734	42.4610710144043	0	0	1	1	0	0
0	4.429426670074463	47.78528594970703	0	0	0	0	0	1
0	-29.69869613647461	46.73653411865234	0	0	0	0	1	1
0	-19.30500030517578	38.66963195800781	0	1	1	0	0	0
0	-7.371869564056396	48.16288375854492	0	0	0	0	1	1
0	-14.8647518157959	55.12100982666016	0	0	0	0	0	0
0	-31.18701553344727	65.015380859375	0	0	0	0	0	0
0	-7.279234886169434	36.80721282958984	1	1	1	0	0	0
0	-3.056767463684082	51.52838134765625	0	0	0	0	0	0
0	-47.09161376953125	47.38245391845703	0	0	0	0	1	1
0	16.30388450622559	41.84805679321289	0	0	1	1	0	0
0	-29.18276786804199	64.59138488769531	0	0	0	0	0	0
0	-40.62544250488281	46.92210388183594	0	0	0	0	1	1
0	-13.93805313110352	37.11785888671875	1	1	1	0	0	0
0	17.47628211975098	39.39279174804688	0	1	1	0	0	0
1	-3.560212135314941	50.55846405029297	0	0	0	0	0	1
1	13.30117607116699	33.26520538330078	1	0	0	0	0	0
0	17.9602108001709	38.16938018798828	0	1	1	0	0	0
0	-55.08113098144531	57.10219192504883	0	0	0	0	0	0
0	-55.73379516601563	56.08063888549805	0	0	0	0	0	0
0	-21.16291236877441	52.48821258544922	0	0	0	0	0	0
1	-3.046536445617676	51.52326965332031	0	0	0	0	0	0
0	14.2642650604248	39.16416549682617	0	1	1	0	0	0
0	-13.06431007385254	56.53215789794922	0	0	0	0	0	0
0	-55.52717590332031	57.1760368347168	0	0	0	0	0	0
0	9.184950828552246	40.18032836914063	0	0	1	0	0	0
0	35.10188293457031	22.95698165893555	0	0	0	0	0	0
0	11.04483318328857	40.1289176940918	0	0	1	0	0	0
0	-11.72877216339111	37.26884078979492	1	1	1	0	0	0
0	-50.79470825195313	54.47796630859375	0	0	0	0	0	0
0	-17.11772727966309	58.55886459350586	0	0	0	0	0	0
0	26.32700538635254	29.64936256408691	0	0	0	0	0	0
0	11.3975887298584	44.30120468139648	0	0	0	1	0	0
1	-6.451615810394287	53.22581100463867	0	0	0	0	0	0
0	5.434334278106689	47.28283309936523	0	0	0	0	1	0
0	1.981112360954285	49.00944519042969	0	0	0	0	0	1
1	35.7899284362793	28.83077621459961	0	0	0	0	0	0
0	29.99797248840332	35.00101089477539	1	1	0	0	0	0
0	-33.91735458374023	47.53718948364258	0	0	0	0	1	1
0	-38.22426223754883	43.83076477050781	0	0	0	1	1	0
0	-18.73533630371094	59.36766815185547	0	0	0	0	0	0
1	-.1762986183166504	50.08815002441406	0	0	0	0	0	1
0	10.91122627258301	44.54438781738281	0	0	0	1	1	0
0	11.71593189239502	21.34102439880371	0	0	0	0	0	0
1	-9.073296546936035	45.68937683105469	0	0	0	1	1	0
0	10.69767189025879	42.67441940307617	0	0	0	1	0	0
0	-42.48595809936523	57.32093048095703	0	0	0	0	0	0
0	-4.499614238739014	39.75950622558594	0	1	1	0	0	0
0	-25.50798034667969	59.03483200073242	0	0	0	0	0	0
0	-16.97116279602051	56.27359008789063	0	0	0	0	0	0
0	-51.61038589477539	52.57142639160156	0	0	0	0	0	0
1	-5.506986618041992	43.83919906616211	0	0	0	1	1	0
0	2.823254585266113	48.58837509155273	0	0	0	0	0	1
0	-28.71770286560059	62.30229568481445	0	0	0	0	0	0
0	-10.09000205993652	43.01279067993164	0	0	0	1	1	0
0	-54.83671569824219	54.83671569824219	0	0	0	0	0	0
0	-38.83530807495117	39.88809585571289	0	1	1	0	0	0
0	-17.2006778717041	44.32741928100586	0	0	0	1	1	0
0	-22.44991493225098	43.15266799926758	0	0	0	1	1	0
1	-2.8235764503479	33.47402572631836	1	1	0	0	0	0
1	17.78340721130371	33.11110305786133	1	0	0	0	0	0
1	-6.740909576416016	53.33333587646484	0	0	0	0	0	0
0	-33.85543060302734	44.68635177612305	0	0	0	1	1	0
0	-13.1884069442749	39.63768005371094	0	1	1	0	0	0
0	11.24688720703125	44.37655639648438	0	0	0	1	0	0
1	-3.513660907745361	50.6971549987793	0	0	0	0	0	0
0	2.404963970184326	48.79751968383789	0	0	0	0	0	1
0	-39.77774429321289	48.43964004516602	0	0	0	0	1	1
1	-15.68362712860107	44.0117073059082	0	0	0	1	1	0
0	-49.95650482177734	50.50738906860352	0	0	0	0	0	1
0	-87.35276794433594	93.67638397216797	0	0	0	0	0	0
0	-2.394995212554932	39.28507614135742	0	1	1	0	0	0
0	-50.9268684387207	51.91025161743164	0	0	0	0	0	0
0	-54.62257766723633	56.92843246459961	0	0	0	0	0	0
0	-4.157707214355469	51.68458938598633	0	0	0	0	0	0
0	6.938448429107666	45.69144439697266	0	0	0	0	1	0
0	-41.20200347900391	52.42070007324219	0	0	0	0	0	0
0	-23.06374359130859	43.3059196472168	0	0	0	1	1	0
0	-8.460598945617676	52.18387222290039	0	0	0	0	0	0
0	-20.09076499938965	58.39052200317383	0	0	0	0	0	0
0	-50.36834335327148	51.53948211669922	0	0	0	0	0	0
0	-39.4124755859375	47.96858596801758	0	0	0	0	1	1
0	5.001723766326904	47.49913787841797	0	0	0	0	1	1
0	-4.404041290283203	52.20202255249023	0	0	0	0	0	0
0	7.484579086303711	39.15725708007813	0	1	1	0	0	0
0	-43.09666442871094	45.26946258544922	0	0	0	1	1	0
0	2.642500400543213	48.67874908447266	0	0	0	0	0	1
0	23.36578369140625	38.31710815429688	0	1	1	0	0	0
0	-41.34877777099609	45.8791389465332	0	0	0	1	1	0
0	-4.564696311950684	32.62100219726563	1	1	0	0	0	0
0	.2136141061782837	49.89319229125977	0	0	0	0	0	1
0	-.8290022611618042	50.41450119018555	0	0	0	0	0	1
0	-24.45861434936523	62.20732498168945	0	0	0	0	0	0
0	-54.76342010498047	56.52339935302734	0	0	0	0	0	0
0	40.53239440917969	27.88799667358398	0	0	0	0	0	0
0	-22.1906566619873	45.43845748901367	0	0	0	1	1	0
1	76.36888122558594	11.81556224822998	0	0	0	0	0	0
0	21.70865821838379	39.14566802978516	0	1	1	0	0	0
0	20.83564949035645	26.4516658782959	0	0	0	0	0	0
0	-47.52092361450195	47.96474838256836	0	0	0	0	1	1
0	-33.69989395141602	36.98795700073242	1	1	1	0	0	0
0	17.02127838134766	38.84160995483398	0	1	1	0	0	0
0	-6.456354141235352	43.24966049194336	0	0	0	1	1	0
0	-18.10715103149414	40.70375442504883	0	1	1	1	0	0
0	10.90983486175537	41.48650360107422	0	0	1	1	0	0
0	-5.718976020812988	47.19650268554688	0	0	0	0	1	1
0	-15.70099258422852	57.85049819946289	0	0	0	0	0	0
0	7.832741737365723	46.0836296081543	0	0	0	0	1	0
0	5.62436580657959	47.18781661987305	0	0	0	0	1	0
0	-7.609316825866699	37.09462738037109	1	1	1	0	0	0
1	-2.879080295562744	51.43954086303711	0	0	0	0	0	0
0	9.518307685852051	44.93256378173828	0	0	0	0	1	0
0	-41.46341705322266	44.44951248168945	0	0	0	1	1	0
0	5.27256441116333	41.316650390625	0	0	1	1	0	0
0	-16.29330635070801	38.11047744750977	1	1	1	0	0	0
0	-13.13534355163574	49.65277862548828	0	0	0	0	0	1
0	11.21543312072754	43.87138366699219	0	0	0	1	0	0
0	10.11508369445801	44.94245910644531	0	0	0	0	1	0
0	-38.8751106262207	45.92367553710938	0	0	0	1	1	0
0	-43.61281585693359	47.45057678222656	0	0	0	0	1	1
0	-36.33593368530273	39.67649459838867	0	1	1	0	0	0
0	-34.4222526550293	38.98862457275391	0	1	1	0	0	0
0	-2.62891960144043	51.31446075439453	0	0	0	0	0	0
0	-38.62985610961914	40.02829742431641	0	1	1	1	0	0
0	-3.936436653137207	51.96821594238281	0	0	0	0	0	0
0	-8.465826034545898	37.65228271484375	1	1	1	0	0	0
0	-9.023550033569336	54.02602005004883	0	0	0	0	0	0
0	6.309878826141357	46.84506225585938	0	0	0	0	1	0
0	-14.34108638763428	53.48837280273438	0	0	0	0	0	0
0	-11.14257907867432	55.5712890625	0	0	0	0	0	0
0	.9779930114746094	49.51100158691406	0	0	0	0	0	1
0	9.498012542724609	33.29721832275391	1	0	0	0	0	0
0	-15.17160797119141	53.5881462097168	0	0	0	0	0	0
1	-2.759030342102051	32.19531631469727	1	1	0	0	0	0
0	-45.5452880859375	54.80591583251953	0	0	0	0	0	0
0	-1.095390319824219	46.36239242553711	0	0	0	0	1	1
0	-17.76985549926758	58.70671844482422	0	0	0	0	0	0
0	2.192303657531738	31.57258605957031	1	0	0	0	0	0
0	-9.627140045166016	54.81356811523438	0	0	0	0	0	0
0	-23.49701690673828	44.1486930847168	0	0	0	1	1	0
1	-42.57907485961914	45.36360931396484	0	0	0	1	1	0
0	17.64117813110352	25.23738098144531	0	0	0	0	0	0
0	-15.17067813873291	43.6864128112793	0	0	0	1	1	0
0	-41.90893936157227	48.02587509155273	0	0	0	0	1	1
0	-22.66897773742676	53.23830795288086	0	0	0	0	0	0
1	-16.61212539672852	50.20797729492188	0	0	0	0	0	1
0	4.048520088195801	31.9941291809082	1	0	0	0	0	0
0	-38.44841003417969	46.33914947509766	0	0	0	0	1	1
1	4.973119735717773	46.60618209838867	0	0	0	0	1	0
0	6.517309188842773	46.53767776489258	0	0	0	0	1	0
0	-25.59782600402832	62.79891204833984	0	0	0	0	0	0
0	-7.454612731933594	53.7273063659668	0	0	0	0	0	0
0	-39.74290084838867	51.3836784362793	0	0	0	0	0	0
0	-50.72505950927734	58.918212890625	0	0	0	0	0	0
0	-6.401047229766846	53.20052337646484	0	0	0	0	0	0
0	-45.42617034912109	55.7022819519043	0	0	0	0	0	0
0	20.00196075439453	39.99901962280273	0	0	1	0	0	0
1	-21.18317413330078	42.20895385742188	0	0	1	1	0	0
0	16.66387557983398	28.19429397583008	0	0	0	0	0	0
0	-27.65989875793457	40.01679229736328	0	1	1	1	0	0
0	-3.386515378952026	45.64590835571289	0	0	0	1	1	0
0	-4.08342170715332	35.5303840637207	1	1	0	0	0	0
0	21.7094898223877	39.14525604248047	0	1	1	0	0	0
1	-2.72277307510376	51.36138916015625	0	0	0	0	0	0
0	-45.9626579284668	48.82632064819336	0	0	0	0	0	1
0	-44.60562896728516	45.18430709838867	0	0	0	1	1	0
0	44.41773986816406	24.23784637451172	0	0	0	0	0	0
0	2.679264545440674	48.66036605834961	0	0	0	0	0	1
0	1.015624403953552	47.140625	0	0	0	0	1	0
0	-8.995890617370605	53.85093688964844	0	0	0	0	0	0
0	10.7104959487915	42.20572662353516	0	0	0	1	0	0
1	7.566937923431396	32.86767578125	1	0	0	0	0	0
0	.683891773223877	48.06230926513672	0	0	0	0	0	1
0	-51.6998291015625	52.74588012695313	0	0	0	0	0	0
0	.4624813795089722	49.76876068115234	0	0	0	0	0	1
0	-2.30565071105957	51.15282440185547	0	0	0	0	0	0
1	2.738285064697266	48.630859375	0	0	0	0	0	1
1	16.89473342895508	40.71052551269531	0	0	1	0	0	0
0	6.774929046630859	46.61253356933594	0	0	0	0	1	0
0	-5.795574188232422	52.89778900146484	0	0	0	0	0	0
1	-13.9709587097168	56.98548126220703	0	0	0	0	0	0
1	18.67179870605469	40.66410064697266	0	0	1	0	0	0
0	-14.79567909240723	56.03569793701172	0	0	0	0	0	0
0	-10.49475383758545	55.24737930297852	0	0	0	0	0	0
1	14.10328102111816	42.94836044311523	0	0	0	1	0	0
1	-6.666669368743896	53.33333587646484	0	0	0	0	0	0
1	58.31435394287109	14.35079765319824	0	0	0	0	0	0
1	44.06657409667969	27.96671295166016	0	0	0	0	0	0
0	5.353021621704102	47.32349014282227	0	0	0	0	1	0
0	-8.128720283508301	46.7819938659668	0	0	0	0	1	1
0	-16.31606864929199	58.15803527832031	0	0	0	0	0	0
1	2.573394775390625	42.97450637817383	0	0	0	1	0	0
1	35.34460830688477	26.48321151733398	0	0	0	0	0	0
0	.8463144302368164	49.57684326171875	0	0	0	0	0	1
1	-6.567561626434326	53.28377914428711	0	0	0	0	0	0
0	-43.59861755371094	51.26050567626953	0	0	0	0	0	0
0	-44.53488159179688	45.89147186279297	0	0	0	1	1	0
