y	x_norm	votesh_so	cutoff_34	cutoff_37	cutoff_40	cutoff_43	cutoff_46	cutoff_49
0	29.76617431640625	35.11691284179688	1	1	0	0	0	0
0	-16.6864070892334	53.80151748657227	0	0	0	0	0	0
0	9.016391754150391	30.3382453918457	0	0	0	0	0	0
0	-40.41401290893555	59.87260818481445	0	0	0	0	0	0
0	-8.002424240112305	50.92452239990234	0	0	0	0	0	0
0	-10.6099100112915	48.09402847290039	0	0	0	0	1	1
0	-21.65525817871094	60.82762908935547	0	0	0	0	0	0
0	-32.24090194702148	53.43689727783203	0	0	0	0	0	0
0	-39.58572006225586	54.25086212158203	0	0	0	0	0	0
0	-31.24211120605469	32.55317306518555	1	1	0	0	0	0
0	-4.048794746398926	45.57487487792969	0	0	0	1	1	0
0	-48.75603485107422	49.85146713256836	0	0	0	0	0	1
0	2.76775074005127	48.61612701416016	0	0	0	0	0	1
0	.2145439386367798	41.19241333007813	0	0	1	1	0	0
1	-17.78666114807129	50.03747177124023	0	0	0	0	0	1
0	9.132602691650391	32.98105621337891	1	0	0	0	0	0
0	-2.123057842254639	41.00648880004883	0	0	1	1	0	0
0	-6.802642345428467	44.31512832641602	0	0	0	1	1	0
1	25.87958335876465	36.05364990234375	1	1	0	0	0	0
0	16.97543525695801	32.84666061401367	1	0	0	0	0	0
0	20.40881156921387	39.79559326171875	0	0	1	0	0	0
0	-19.36007499694824	59.68003845214844	0	0	0	0	0	0
0	-37.60467529296875	38.29988861083984	1	1	1	0	0	0
0	-60.49073791503906	61.4171257019043	0	0	0	0	0	0
0	-21.17733955383301	49.12995147705078	0	0	0	0	0	1
1	-61.55208969116211	62.17221450805664	0	0	0	0	0	0
1	45.85933685302734	26.42941474914551	0	0	0	0	0	0
0	13.44363975524902	43.27817916870117	0	0	0	1	0	0
1	36.23827743530273	31.88086128234863	1	0	0	0	0	0
1	6.214556217193604	34.90075302124023	1	1	0	0	0	0
0	20.58950042724609	29.79776191711426	0	0	0	0	0	0
0	-43.86783599853516	71.93392181396484	0	0	0	0	0	0
0	-11.86183834075928	29.58143997192383	1	1	0	0	0	0
0	-23.70011901855469	61.85005950927734	0	0	0	0	0	0
0	-54.07996368408203	54.52876281738281	0	0	0	0	0	0
0	-23.90905952453613	38.02713775634766	1	1	1	0	0	0
0	-1.131951808929443	40.62095642089844	0	1	1	1	0	0
1	-7.953444004058838	37.53637313842773	1	1	1	0	0	0
0	1.881992816925049	44.76093673706055	0	0	0	1	1	0
0	-2.040815353393555	51.02040863037109	0	0	0	0	0	0
0	6.46372127532959	27.48123359680176	0	0	0	0	0	0
0	-12.61489677429199	38.89065170288086	0	1	1	0	0	0
0	23.18725204467773	25.97609519958496	0	0	0	0	0	0
0	17.12158584594727	27.96880531311035	0	0	0	0	0	0
0	3.04635763168335	31.92052841186523	1	0	0	0	0	0
0	-59.92491912841797	60.58188629150391	0	0	0	0	0	0
0	-29.7297306060791	35.18339538574219	1	1	0	0	0	0
0	-19.70305061340332	34.00214004516602	1	1	0	0	0	0
0	-36.70258331298828	46.99129104614258	0	0	0	0	1	1
0	3.59310507774353	29.08473014831543	0	0	0	0	0	0
0	-7.022899627685547	52.30533981323242	0	0	0	0	0	0
0	-30.33314895629883	49.8088493347168	0	0	0	0	0	1
0	1.592695713043213	45.13298797607422	0	0	0	0	1	0
0	-4.671761512756348	31.50978469848633	1	1	0	0	0	0
0	-40.81157302856445	48.16513824462891	0	0	0	0	1	1
0	-14.6878833770752	50.22439956665039	0	0	0	0	0	1
0	-15.06447792053223	42.96600341796875	0	0	1	1	1	0
0	-13.14634418487549	56.57316970825195	0	0	0	0	0	0
0	11.73641395568848	44.13179397583008	0	0	0	1	0	0
0	24.50865745544434	33.24222183227539	1	0	0	0	0	0
0	-60.5666389465332	61.05810928344727	0	0	0	0	0	0
0	-45.99111175537109	50.83550643920898	0	0	0	0	0	0
0	-45.77602767944336	47.17692184448242	0	0	0	0	1	1
1	-58.22295379638672	59.36738204956055	0	0	0	0	0	0
0	.9169787168502808	40.17552185058594	0	0	1	0	0	0
0	-11.60531902313232	55.80266189575195	0	0	0	0	0	0
0	-49.59466552734375	49.82423400878906	0	0	0	0	0	1
0	-63.61140060424805	64.53286743164063	0	0	0	0	0	0
0	-59.86838531494141	60.4853401184082	0	0	0	0	0	0
0	-34.35528182983398	40.61514282226563	0	1	1	1	0	0
0	-8.716744422912598	54.1231803894043	0	0	0	0	0	0
0	-19.36847496032715	59.39831161499023	0	0	0	0	0	0
0	1.027444005012512	49.48627471923828	0	0	0	0	0	1
0	-12.79612445831299	55.81478881835938	0	0	0	0	0	0
0	-57.36128234863281	57.53390884399414	0	0	0	0	0	0
0	1.823022961616516	48.62275314331055	0	0	0	0	0	1
0	-39.4929084777832	69.74645233154297	0	0	0	0	0	0
0	-83.75151062011719	84.42909240722656	0	0	0	0	0	0
0	-4.950287818908691	52.2107048034668	0	0	0	0	0	0
0	.6089627742767334	39.16195297241211	0	1	1	0	0	0
0	17.22244071960449	41.38877868652344	0	0	1	1	0	0
0	-53.97659683227539	55.84738922119141	0	0	0	0	0	0
0	43.48251342773438	28.25874328613281	0	0	0	0	0	0
0	-49.43948745727539	49.82841491699219	0	0	0	0	0	1
1	-11.23076629638672	55.61538314819336	0	0	0	0	0	0
0	8.093842506408691	45.95307922363281	0	0	0	0	1	0
0	.9938567876815796	44.98458099365234	0	0	0	0	1	0
1	-10.81955432891846	55.4097785949707	0	0	0	0	0	0
0	9.466424942016602	45.26678466796875	0	0	0	0	1	0
0	-45.74333953857422	51.31736373901367	0	0	0	0	0	0
0	-49.74941635131836	49.96102142333984	0	0	0	0	0	1
1	19.37984275817871	40.31007766723633	0	0	1	0	0	0
1	16.51243591308594	41.70040512084961	0	0	1	1	0	0
0	15.20480251312256	42.17121124267578	0	0	0	1	0	0
0	10.48139381408691	38.68758010864258	0	1	1	0	0	0
0	-23.81308364868164	61.90653991699219	0	0	0	0	0	0
0	-13.8272647857666	44.90631103515625	0	0	0	1	1	0
0	-37.04582595825195	68.52291107177734	0	0	0	0	0	0
0	-67.86707305908203	68.78948974609375	0	0	0	0	0	0
0	-25.60714149475098	54.39285659790039	0	0	0	0	0	0
1	-3.681519508361816	51.84075927734375	0	0	0	0	0	0
0	4.761907577514648	47.61904907226563	0	0	0	0	1	1
0	15.62259769439697	41.89884567260742	0	0	1	1	0	0
0	-28.21561431884766	34.7862434387207	1	1	0	0	0	0
0	-57.76726531982422	63.3351936340332	0	0	0	0	0	0
0	-18.4146614074707	59.20733261108398	0	0	0	0	0	0
0	-46.69566345214844	54.14579010009766	0	0	0	0	0	0
0	-2.452877044677734	36.29105377197266	1	1	1	0	0	0
0	-13.95618057250977	52.67419815063477	0	0	0	0	0	0
0	-52.44435501098633	53.60691452026367	0	0	0	0	0	0
1	16.87043571472168	41.56478500366211	0	0	1	1	0	0
0	2.467930316925049	47.10515213012695	0	0	0	0	1	0
1	17.3334903717041	40.73774337768555	0	0	1	0	0	0
1	16.6958065032959	41.652099609375	0	0	1	1	0	0
1	10.52289009094238	44.73855590820313	0	0	0	1	1	0
0	26.71884918212891	30.82293319702148	0	0	0	0	0	0
1	-3.249025344848633	47.91828536987305	0	0	0	0	1	1
0	6.406986713409424	46.79650497436523	0	0	0	0	1	0
0	-61.51011657714844	61.64597702026367	0	0	0	0	0	0
0	-32.3119010925293	46.34746932983398	0	0	0	0	1	1
0	-24.41122245788574	58.36840438842773	0	0	0	0	0	0
0	-55.28944778442383	56.18595886230469	0	0	0	0	0	0
0	-49.95964813232422	50.89923858642578	0	0	0	0	0	0
0	-49.40961837768555	51.01763534545898	0	0	0	0	0	0
0	-46.88445281982422	46.96959686279297	0	0	0	0	1	1
0	-7.618144035339355	52.64801788330078	0	0	0	0	0	0
0	-8.075490951538086	54.03774261474609	0	0	0	0	0	0
1	2.030697345733643	48.25711441040039	0	0	0	0	0	1
0	3.531575202941895	48.23421096801758	0	0	0	0	0	1
0	-2.97916841506958	47.98091506958008	0	0	0	0	1	1
0	-3.549036502838135	41.1553955078125	0	0	1	1	0	0
0	16.86214447021484	41.56892776489258	0	0	1	1	0	0
0	-55.49224090576172	56.23894882202148	0	0	0	0	0	0
0	-18.89128303527832	59.44564437866211	0	0	0	0	0	0
0	13.61150741577148	43.19424438476563	0	0	0	1	0	0
0	-2.755451202392578	46.69412994384766	0	0	0	0	1	1
0	-50.02289581298828	50.73260116577148	0	0	0	0	0	0
0	-58.50698471069336	62.85779571533203	0	0	0	0	0	0
0	-6.18499231338501	34.23105621337891	1	1	0	0	0	0
0	-46.22928237915039	50.77276229858398	0	0	0	0	0	0
0	-.7845789194107056	50.01681518554688	0	0	0	0	0	1
0	-35.9312629699707	49.9045295715332	0	0	0	0	0	1
0	-41.90305328369141	42.08258438110352	0	0	1	1	0	0
0	-16.20189476013184	57.89125061035156	0	0	0	0	0	0
0	-56.17947387695313	56.31804656982422	0	0	0	0	0	0
0	-52.87363052368164	53.48566055297852	0	0	0	0	0	0
0	-23.27818489074707	61.63909530639648	0	0	0	0	0	0
0	-32.15504455566406	66.07752227783203	0	0	0	0	0	0
0	-58.47537612915039	61.07954406738281	0	0	0	0	0	0
0	-71.96481323242188	85.98240661621094	0	0	0	0	0	0
0	-4.909774780273438	47.94815444946289	0	0	0	0	1	1
0	-96.49447631835938	96.49447631835938	0	0	0	0	0	0
1	6.385639190673828	44.87809371948242	0	0	0	0	1	0
0	11.53930759429932	44.2303466796875	0	0	0	1	0	0
0	-3.278487920761108	38.34591293334961	1	1	1	0	0	0
0	-13.52420711517334	26.83891868591309	1	0	0	0	0	0
0	-49.78202438354492	50.40908050537109	0	0	0	0	0	1
0	-49.50287628173828	53.50982666015625	0	0	0	0	0	0
0	-10.74942398071289	55.37471008300781	0	0	0	0	0	0
1	9.138894081115723	44.34180450439453	0	0	0	1	0	0
0	15.0775318145752	42.46123504638672	0	0	0	1	0	0
0	-51.65642547607422	54.04850387573242	0	0	0	0	0	0
0	52.76873016357422	23.61563491821289	0	0	0	0	0	0
0	.1809775829315186	48.98451614379883	0	0	0	0	0	1
0	-.7247656583786011	48.52395248413086	0	0	0	0	1	1
0	-6.297788143157959	52.64840698242188	0	0	0	0	0	0
0	-5.717053890228271	52.85852432250977	0	0	0	0	0	0
1	-47.22195053100586	47.50780487060547	0	0	0	0	1	1
1	9.594095230102539	34.12811279296875	1	0	0	0	0	0
0	12.69712734222412	36.27111053466797	1	1	0	0	0	0
0	-32.09745407104492	34.68220138549805	1	1	0	0	0	0
0	-50.96594619750977	51.14603805541992	0	0	0	0	0	0
0	-6.751587867736816	52.29299163818359	0	0	0	0	0	0
0	-1.349636912345886	50.67481994628906	0	0	0	0	0	1
0	-81.41032409667969	90.70516204833984	0	0	0	0	0	0
0	-25.38093376159668	62.69046783447266	0	0	0	0	0	0
0	.1381427049636841	44.51068496704102	0	0	0	1	1	0
0	-48.70017242431641	50.08665466308594	0	0	0	0	0	1
1	-1.879817247390747	50.86070251464844	0	0	0	0	0	0
0	24.85537528991699	37.57231140136719	0	1	0	0	0	0
0	-9.658244132995605	54.82912063598633	0	0	0	0	0	0
0	17.47064018249512	34.02892303466797	1	0	0	0	0	0
0	-51.65298080444336	53.84291458129883	0	0	0	0	0	0
0	-7.691603660583496	52.33037567138672	0	0	0	0	0	0
0	-16.65877342224121	58.01358032226563	0	0	0	0	0	0
0	-15.59211349487305	56.03972244262695	0	0	0	0	0	0
0	-9.978837013244629	42.50215530395508	0	0	1	1	0	0
1	33.90267944335938	30.74319648742676	0	0	0	0	0	0
0	8.961543083190918	37.47542572021484	0	1	0	0	0	0
0	-40.01211929321289	40.47702407836914	0	1	1	1	0	0
0	-40.59576034545898	46.23242950439453	0	0	0	0	1	0
0	-50.39587783813477	50.67597579956055	0	0	0	0	0	0
0	-.475725531578064	50.00699615478516	0	0	0	0	0	1
0	-30.79019165039063	49.05483627319336	0	0	0	0	0	1
0	5.022594451904297	36.72476959228516	0	1	0	0	0	0
1	-10.49158000946045	35.39870834350586	1	1	0	0	0	0
0	3.403884172439575	45.1926155090332	0	0	0	0	1	0
0	-48.5172119140625	50.29733276367188	0	0	0	0	0	1
1	38.35435485839844	30.18480491638184	0	0	0	0	0	0
0	58.2233772277832	20.8883113861084	0	0	0	0	0	0
0	-75.85087585449219	81.81818389892578	0	0	0	0	0	0
0	-42.8207893371582	46.4759407043457	0	0	0	0	1	1
0	-46.42503356933594	59.09062576293945	0	0	0	0	0	0
0	-12.79933738708496	40.74777984619141	0	1	1	1	0	0
0	-47.67586517333984	50.65871429443359	0	0	0	0	0	1
0	-53.43091583251953	56.65672302246094	0	0	0	0	0	0
0	14.42471122741699	23.33590698242188	0	0	0	0	0	0
0	-22.98076820373535	59.41105651855469	0	0	0	0	0	0
1	-30.38720703125	57.52314758300781	0	0	0	0	0	0
0	5.347785472869873	37.20867156982422	0	1	0	0	0	0
0	-50.00934600830078	50.86564254760742	0	0	0	0	0	0
0	3.006520748138428	48.34751892089844	0	0	0	0	0	1
1	-20.6738109588623	60.33690643310547	0	0	0	0	0	0
0	8.337420463562012	43.56301879882813	0	0	0	1	0	0
1	4.436066627502441	47.78196334838867	0	0	0	0	0	1
1	17.51405334472656	40.96196746826172	0	0	1	0	0	0
0	2.56340217590332	48.71829986572266	0	0	0	0	0	1
1	-7.908195495605469	53.49507904052734	0	0	0	0	0	0
1	26.38920783996582	29.54493522644043	0	0	0	0	0	0
1	15.54599094390869	42.22700119018555	0	0	0	1	0	0
0	24.96222496032715	31.91203689575195	1	0	0	0	0	0
1	-.8600711822509766	50.43003463745117	0	0	0	0	0	1
0	-8.750113487243652	41.38957977294922	0	0	1	1	0	0
1	-12.23021411895752	55.78606796264648	0	0	0	0	0	0
0	10.4632740020752	44.76836395263672	0	0	0	1	1	0
0	-45.21710968017578	47.15420532226563	0	0	0	0	1	1
0	6.692826747894287	46.65358734130859	0	0	0	0	1	0
0	-2.302655696868896	50.21729278564453	0	0	0	0	0	1
0	-24.75409698486328	32.70491790771484	1	1	0	0	0	0
0	-65.30068206787109	66.03862762451172	0	0	0	0	0	0
0	-44.67040634155273	48.76577758789063	0	0	0	0	1	1
0	-8.073928833007813	53.36929702758789	0	0	0	0	0	0
0	-9.043163299560547	53.82812118530273	0	0	0	0	0	0
0	-13.44713592529297	56.20972061157227	0	0	0	0	0	0
1	-11.97975254058838	52.22159576416016	0	0	0	0	0	0
0	11.50914764404297	44.02947235107422	0	0	0	1	0	0
0	-36.49153900146484	50.02439498901367	0	0	0	0	0	1
0	-20.61314964294434	60.30657196044922	0	0	0	0	0	0
0	7.101896286010742	46.44905090332031	0	0	0	0	1	0
0	23.25529098510742	28.16298866271973	0	0	0	0	0	0
0	41.74343872070313	26.70000839233398	0	0	0	0	0	0
0	-11.08110237121582	54.12165451049805	0	0	0	0	0	0
0	9.616809844970703	31.79233741760254	1	0	0	0	0	0
0	-48.56459045410156	49.87518310546875	0	0	0	0	0	1
0	8.636295318603516	45.68185043334961	0	0	0	0	1	0
0	-.0906139612197876	50.04530715942383	0	0	0	0	0	1
0	32.87781524658203	33.56109237670898	1	0	0	0	0	0
0	-35.90228652954102	43.15842056274414	0	0	0	1	1	0
0	-18.77101135253906	42.93985748291016	0	0	1	1	1	0
0	34.5820426940918	26.36222839355469	0	0	0	0	0	0
0	-17.60377502441406	39.27529907226563	0	1	1	0	0	0
0	-49.21855163574219	53.29594039916992	0	0	0	0	0	0
0	-35.96986389160156	67.98493194580078	0	0	0	0	0	0
0	18.18049812316895	40.31548690795898	0	0	1	0	0	0
0	-24.2709903717041	62.13549423217773	0	0	0	0	0	0
0	-8.259260177612305	54.12963104248047	0	0	0	0	0	0
0	-39.50155258178711	42.53035736083984	0	0	1	1	0	0
