x	y	x_norm	cutoff_10189	cutoff_13585	cutoff_16981	cutoff_23773	cutoff_30565	cutoff_37356	cutoff_44148
14400.333	1	815.33301	0	1	1	0	0	0	0
16649.334	0	-331.66602	0	1	1	0	0	0	0
14068.667	1	483.66699	0	1	1	0	0	0	0
17128	1	147	0	0	1	1	0	0	0
11802.667	1	1613.667	1	1	0	0	0	0	0
11995	0	-1590	1	1	0	0	0	0	0
12613.667	0	-971.33301	1	1	0	0	0	0	0
42272.332	1	-1875.668	0	0	0	0	0	1	1
47086	0	2938	0	0	0	0	0	0	1
41365.668	1	-2782.332	0	0	0	0	0	1	1
43010	0	-1138	0	0	0	0	0	1	1
14246.333	1	661.33301	0	1	1	0	0	0	0
11670.667	0	1481.667	1	1	0	0	0	0	0
12883.333	1	-701.66699	1	1	0	0	0	0	0
37864.332	0	508.33203	0	0	0	0	0	1	1
14197.333	0	612.33301	0	1	1	0	0	0	0
37467.332	0	111.33203	0	0	0	0	0	1	1
12490.667	0	-1094.333	1	1	0	0	0	0	0
17298.666	1	317.66602	0	0	1	1	0	0	0
16814.334	0	-166.66602	0	1	1	0	0	0	0
16582.666	0	-398.33398	0	1	1	0	0	0	0
20362.334	1	3381.334	0	0	1	1	0	0	0
29335.666	1	-1229.334	0	0	0	1	1	0	0
17211.334	0	230.33398	0	0	1	1	0	0	0
12636.333	0	-948.66699	1	1	0	0	0	0	0
17668	1	687	0	0	1	1	0	0	0
14095.667	0	510.66699	0	1	1	0	0	0	0
13562	0	-23	1	1	0	0	0	0	0
13687.667	1	102.66699	0	1	1	0	0	0	0
13978.333	1	393.33301	0	1	1	0	0	0	0
11021	1	832	1	1	0	0	0	0	0
11080	0	891	1	1	0	0	0	0	0
24020	1	247	0	0	0	1	1	0	0
23702.666	0	-70.333984	0	0	1	1	0	0	0
23702.666	0	-70.333984	0	0	1	1	0	0	0
24020	0	247	0	0	0	1	1	0	0
7617.6665	1	-2571.3335	1	0	0	0	0	0	0
8846.667	0	-1342.333	1	0	0	0	0	0	0
9926.333	0	-262.66699	1	0	0	0	0	0	0
27655	1	-2910	0	0	0	1	1	0	0
10631.333	0	442.33301	1	1	0	0	0	0	0
8829	1	-1360	1	0	0	0	0	0	0
31093.666	0	528.66602	0	0	0	0	1	1	0
11706.333	0	1517.333	1	1	0	0	0	0	0
12874	0	-711	1	1	0	0	0	0	0
22091.666	0	-1681.334	0	0	1	1	0	0	0
10301.333	0	112.33301	1	1	0	0	0	0	0
14581	0	996	0	1	1	0	0	0	0
9660	1	-529	1	0	0	0	0	0	0
9660	0	-529	1	0	0	0	0	0	0
10491.333	0	302.33301	1	1	0	0	0	0	0
41890.332	0	-2257.668	0	0	0	0	0	1	1
45746	1	1598	0	0	0	0	0	0	1
20730	0	-3043	0	0	1	1	0	0	0
6940.6665	0	-3248.3335	1	0	0	0	0	0	0
7761	0	-2428	1	0	0	0	0	0	0
9076.333	0	-1112.667	1	0	0	0	0	0	0
10583.333	0	394.33301	1	1	0	0	0	0	0
19755.666	0	2774.666	0	0	1	1	0	0	0
22961	1	-812	0	0	1	1	0	0	0
23695.334	1	-77.666016	0	0	1	1	0	0	0
33090.332	0	2525.332	0	0	0	0	1	1	0
21832	1	-1941	0	0	1	1	0	0	0
10115.333	0	-73.666992	1	0	0	0	0	0	0
11087	0	898	1	1	0	0	0	0	0
24075.334	0	302.33398	0	0	0	1	1	0	0
26074.666	1	2301.666	0	0	0	1	1	0	0
22392	0	-1381	0	0	1	1	0	0	0
27746.334	1	-2818.666	0	0	0	1	1	0	0
13661	1	76	0	1	1	0	0	0	0
23916.666	0	143.66602	0	0	0	1	1	0	0
7208	1	-2981	1	0	0	0	0	0	0
46845.332	0	2697.332	0	0	0	0	0	0	1
14325.667	0	740.66699	0	1	1	0	0	0	0
33752.332	0	3187.332	0	0	0	0	1	1	0
23121.334	0	-651.66602	0	0	1	1	0	0	0
8048.3335	0	-2140.6665	1	0	0	0	0	0	0
8893.333	1	-1295.667	1	0	0	0	0	0	0
9180	1	-1009	1	0	0	0	0	0	0
7366.6665	0	-2822.3335	1	0	0	0	0	0	0
7520	1	-2669	1	0	0	0	0	0	0
9979	1	-210	1	0	0	0	0	0	0
15854.667	0	-1126.333	0	1	1	0	0	0	0
15854.667	0	-1126.333	0	1	1	0	0	0	0
17199.334	1	218.33398	0	0	1	1	0	0	0
17199.334	1	218.33398	0	0	1	1	0	0	0
9528.667	0	-660.33301	1	0	0	0	0	0	0
17689.334	0	708.33398	0	0	1	1	0	0	0
19393.666	1	2412.666	0	0	1	1	0	0	0
26718	1	2945	0	0	0	1	1	0	0
34174.332	0	-3181.668	0	0	0	0	1	1	0
34658.668	0	-2697.332	0	0	0	0	1	1	0
40830.668	1	-3317.332	0	0	0	0	0	1	1
14510.667	0	925.66699	0	1	1	0	0	0	0
13192.333	0	-392.66699	1	1	0	0	0	0	0
17271.334	1	290.33398	0	0	1	1	0	0	0
13330.333	1	-254.66699	1	1	0	0	0	0	0
15594.333	0	-1386.667	0	1	1	0	0	0	0
13772.667	0	187.66699	0	1	1	0	0	0	0
14542	1	957	0	1	1	0	0	0	0
15598.667	1	-1382.333	0	1	1	0	0	0	0
37951	0	595	0	0	0	0	0	1	1
10756.333	0	567.33301	1	1	0	0	0	0	0
11091.333	1	902.33301	1	1	0	0	0	0	0
13646	0	61	0	1	1	0	0	0	0
10622	0	433	1	1	0	0	0	0	0
30133	1	-432	0	0	0	1	1	0	0
27323	0	-3242	0	0	0	1	1	0	0
14920	1	1335	0	1	1	0	0	0	0
21125.334	1	-2647.666	0	0	1	1	0	0	0
14765	0	1180	0	1	1	0	0	0	0
14504.667	0	919.66699	0	1	1	0	0	0	0
15649.667	1	-1331.333	0	1	1	0	0	0	0
32625	1	2060	0	0	0	0	1	1	0
33519.668	0	2954.668	0	0	0	0	1	1	0
35840.668	1	-1515.332	0	0	0	0	1	1	0
7614.3335	0	-2574.6665	1	0	0	0	0	0	0
15357	0	-1624	0	1	1	0	0	0	0
18379	1	1398	0	0	1	1	0	0	0
19947.334	1	2966.334	0	0	1	1	0	0	0
44892	0	744	0	0	0	0	0	0	1
25038.334	0	1265.334	0	0	0	1	1	0	0
13979.667	1	394.66699	0	1	1	0	0	0	0
11230.333	0	1041.333	1	1	0	0	0	0	0
38478	0	1122	0	0	0	0	0	1	1
41593.668	1	-2554.332	0	0	0	0	0	1	1
7637.6665	1	-2551.3335	1	0	0	0	0	0	0
21508.666	1	-2264.334	0	0	1	1	0	0	0
29611	1	-954	0	0	0	1	1	0	0
29869.666	1	-695.33398	0	0	0	1	1	0	0
41841	1	-2307	0	0	0	0	0	1	1
21882.334	0	-1890.666	0	0	1	1	0	0	0
22982.666	1	-790.33398	0	0	1	1	0	0	0
11325.667	1	1136.667	1	1	0	0	0	0	0
11460.667	0	1271.667	1	1	0	0	0	0	0
15711.667	1	-1269.333	0	1	1	0	0	0	0
16128.667	0	-852.33301	0	1	1	0	0	0	0
12064.333	1	-1520.667	1	1	0	0	0	0	0
10145	0	-44	1	0	0	0	0	0	0
17900.666	1	919.66602	0	0	1	1	0	0	0
18629	1	1648	0	0	1	1	0	0	0
18629	1	1648	0	0	1	1	0	0	0
10112.333	0	-76.666992	1	0	0	0	0	0	0
10509.667	0	320.66699	1	1	0	0	0	0	0
10317.667	1	128.66699	1	1	0	0	0	0	0
9115.333	0	-1073.667	1	0	0	0	0	0	0
9115.333	0	-1073.667	1	0	0	0	0	0	0
8574.333	1	-1614.667	1	0	0	0	0	0	0
32523	1	1958	0	0	0	0	1	1	0
32523	0	1958	0	0	0	0	1	1	0
22324.334	1	-1448.666	0	0	1	1	0	0	0
10355.667	0	166.66699	1	1	0	0	0	0	0
10108	1	-81	1	0	0	0	0	0	0
25793.334	1	2020.334	0	0	0	1	1	0	0
14737.667	1	1152.667	0	1	1	0	0	0	0
7563.3335	0	-2625.6665	1	0	0	0	0	0	0
8189.3335	0	-1999.6665	1	0	0	0	0	0	0
19327	0	2346	0	0	1	1	0	0	0
18556.334	1	1575.334	0	0	1	1	0	0	0
34066.668	0	-3289.332	0	0	0	0	1	1	0
15543.667	1	-1437.333	0	1	1	0	0	0	0
16317	0	-664	0	1	1	0	0	0	0
8546	1	-1643	1	0	0	0	0	0	0
7160.3335	0	-3028.6665	1	0	0	0	0	0	0
20018.334	0	3037.334	0	0	1	1	0	0	0
10209.333	0	20.333008	1	1	0	0	0	0	0
26734.666	1	2961.666	0	0	0	1	1	0	0
16482	0	-499	0	1	1	0	0	0	0
13353.667	0	-231.33301	1	1	0	0	0	0	0
8395	0	-1794	1	0	0	0	0	0	0
11314.667	1	1125.667	1	1	0	0	0	0	0
25356	1	1583	0	0	0	1	1	0	0
26622	1	2849	0	0	0	1	1	0	0
7753.3335	0	-2435.6665	1	0	0	0	0	0	0
9727.667	0	-461.33301	1	0	0	0	0	0	0
12883	1	-702	1	1	0	0	0	0	0
33689	1	3124	0	0	0	0	1	1	0
41400.668	1	-2747.332	0	0	0	0	0	1	1
32096	0	1531	0	0	0	0	1	1	0
16264.667	1	-716.33301	0	1	1	0	0	0	0
24218.666	1	445.66602	0	0	0	1	1	0	0
30658	1	93	0	0	0	0	1	1	0
31331.666	0	766.66602	0	0	0	0	1	1	0
12938	1	-647	1	1	0	0	0	0	0
8970	1	-1219	1	0	0	0	0	0	0
9718	1	-471	1	0	0	0	0	0	0
15987.667	1	-993.33301	0	1	1	0	0	0	0
13401.333	1	-183.66699	1	1	0	0	0	0	0
26852.666	0	3079.666	0	0	0	1	1	0	0
26565	1	2792	0	0	0	1	1	0	0
10687	1	498	1	1	0	0	0	0	0
7756.6665	0	-2432.3335	1	0	0	0	0	0	0
19486.666	0	2505.666	0	0	1	1	0	0	0
20253.334	1	3272.334	0	0	1	1	0	0	0
11501	0	1312	1	1	0	0	0	0	0
12828.667	0	-756.33301	1	1	0	0	0	0	0
14859.333	0	1274.333	0	1	1	0	0	0	0
8796.667	1	-1392.333	1	0	0	0	0	0	0
8593.333	0	-1595.667	1	0	0	0	0	0	0
21320	1	-2453	0	0	1	1	0	0	0
20681.666	1	-3091.334	0	0	1	1	0	0	0
34633.668	0	-2722.332	0	0	0	0	1	1	0
14476.333	0	891.33301	0	1	1	0	0	0	0
14768.667	0	1183.667	0	1	1	0	0	0	0
33919.668	0	3354.668	0	0	0	0	1	1	0
10615	0	426	1	1	0	0	0	0	0
12311.667	1	-1273.333	1	1	0	0	0	0	0
18790.666	1	1809.666	0	0	1	1	0	0	0
7451	1	-2738	1	0	0	0	0	0	0
30490.666	0	-74.333984	0	0	0	1	1	0	0
33220.332	1	2655.332	0	0	0	0	1	1	0
13205.667	0	-379.33301	1	1	0	0	0	0	0
10516.333	0	327.33301	1	1	0	0	0	0	0
12758.667	0	-826.33301	1	1	0	0	0	0	0
11652.333	0	1463.333	1	1	0	0	0	0	0
10902.333	1	713.33301	1	1	0	0	0	0	0
16232	0	-749	0	1	1	0	0	0	0
6884	0	-3305	1	0	0	0	0	0	0
7765.3335	0	-2423.6665	1	0	0	0	0	0	0
32764.666	0	2199.666	0	0	0	0	1	1	0
33370	0	2805	0	0	0	0	1	1	0
23933	0	160	0	0	0	1	1	0	0
16673.666	0	-307.33398	0	1	1	0	0	0	0
14207.333	0	622.33301	0	1	1	0	0	0	0
9439	0	-750	1	0	0	0	0	0	0
9098.333	0	-1090.667	1	0	0	0	0	0	0
15654.333	0	-1326.667	0	1	1	0	0	0	0
15654.333	1	-1326.667	0	1	1	0	0	0	0
14077	1	492	0	1	1	0	0	0	0
19728.334	0	2747.334	0	0	1	1	0	0	0
12134.667	1	-1450.333	1	1	0	0	0	0	0
32888	0	2323	0	0	0	0	1	1	0
32888	0	2323	0	0	0	0	1	1	0
36824.332	1	-531.66797	0	0	0	0	1	1	0
12436.667	1	-1148.333	1	1	0	0	0	0	0
16094.333	1	-886.66699	0	1	1	0	0	0	0
12693.333	1	-891.66699	1	1	0	0	0	0	0
15076.333	0	1491.333	0	1	1	0	0	0	0
14927.667	0	1342.667	0	1	1	0	0	0	0
9807	1	-382	1	0	0	0	0	0	0
10515	0	326	1	1	0	0	0	0	0
10515	0	326	1	1	0	0	0	0	0
10675	1	486	1	1	0	0	0	0	0
36144.668	1	-1211.332	0	0	0	0	1	1	0
19996	1	3015	0	0	1	1	0	0	0
21591.666	0	-2181.334	0	0	1	1	0	0	0
14318.333	0	733.33301	0	1	1	0	0	0	0
9987.667	1	-201.33301	1	0	0	0	0	0	0
8159.3335	0	-2029.6665	1	0	0	0	0	0	0
28092	1	-2473	0	0	0	1	1	0	0
11242.333	0	1053.333	1	1	0	0	0	0	0
12130.333	0	-1454.667	1	1	0	0	0	0	0
12087.667	0	-1497.333	1	1	0	0	0	0	0
11086.333	0	897.33301	1	1	0	0	0	0	0
18810.334	1	1829.334	0	0	1	1	0	0	0
18848.666	0	1867.666	0	0	1	1	0	0	0
28666.334	0	-1898.666	0	0	0	1	1	0	0
29850	0	-715	0	0	0	1	1	0	0
30846	1	281	0	0	0	0	1	1	0
12755.667	1	-829.33301	1	1	0	0	0	0	0
15174.667	1	1589.667	0	1	1	0	0	0	0
31376.334	0	811.33398	0	0	0	0	1	1	0
43694.668	1	-453.33203	0	0	0	0	0	1	1
32158	0	1593	0	0	0	0	1	1	0
34188	1	-3168	0	0	0	0	1	1	0
25332.666	0	1559.666	0	0	0	1	1	0	0
10667.333	0	478.33301	1	1	0	0	0	0	0
39055.332	1	1699.332	0	0	0	0	0	1	1
13878	1	293	0	1	1	0	0	0	0
11206.333	1	1017.333	1	1	0	0	0	0	0
35047.332	0	-2308.668	0	0	0	0	1	1	0
25699	0	1926	0	0	0	1	1	0	0
22712.334	0	-1060.666	0	0	1	1	0	0	0
11316.333	0	1127.333	1	1	0	0	0	0	0
31388	1	823	0	0	0	0	1	1	0
29550.334	1	-1014.666	0	0	0	1	1	0	0
29550.334	0	-1014.666	0	0	0	1	1	0	0
27597.334	1	-2967.666	0	0	0	1	1	0	0
6846	0	-3343	1	0	0	0	0	0	0
27597.334	1	-2967.666	0	0	0	1	1	0	0
23846.334	0	73.333984	0	0	0	1	1	0	0
23809.334	0	36.333984	0	0	0	1	1	0	0
24375.334	1	602.33398	0	0	0	1	1	0	0
34163.668	0	-3192.332	0	0	0	0	1	1	0
9099.667	0	-1089.333	1	0	0	0	0	0	0
11944	1	-1641	1	1	0	0	0	0	0
24946	0	1173	0	0	0	1	1	0	0
29269.666	0	-1295.334	0	0	0	1	1	0	0
16615.334	0	-365.66602	0	1	1	0	0	0	0
16704.666	0	-276.33398	0	1	1	0	0	0	0
12391.333	0	-1193.667	1	1	0	0	0	0	0
17016.334	0	35.333984	0	0	1	1	0	0	0
18488.334	1	1507.334	0	0	1	1	0	0	0
40601.332	1	3245.332	0	0	0	0	0	1	1
18448	1	1467	0	0	1	1	0	0	0
18742.334	1	1761.334	0	0	1	1	0	0	0
6848.3335	1	-3340.6665	1	0	0	0	0	0	0
16543.666	0	-437.33398	0	1	1	0	0	0	0
17739.666	1	758.66602	0	0	1	1	0	0	0
36293.668	0	-1062.332	0	0	0	0	1	1	0
38545.332	0	1189.332	0	0	0	0	0	1	1
38312.668	1	956.66797	0	0	0	0	0	1	1
13038.667	0	-546.33301	1	1	0	0	0	0	0
10901.333	0	712.33301	1	1	0	0	0	0	0
12370.667	0	-1214.333	1	1	0	0	0	0	0
13742.667	0	157.66699	0	1	1	0	0	0	0
9602	1	-587	1	0	0	0	0	0	0
9626.333	1	-562.66699	1	0	0	0	0	0	0
27823	1	-2742	0	0	0	1	1	0	0
28678.334	1	-1886.666	0	0	0	1	1	0	0
27368.666	0	-3196.334	0	0	0	1	1	0	0
25641.334	0	1868.334	0	0	0	1	1	0	0
7468.6665	1	-2720.3335	1	0	0	0	0	0	0
28505.666	0	-2059.334	0	0	0	1	1	0	0
33457.668	0	2892.668	0	0	0	0	1	1	0
29130	0	-1435	0	0	0	1	1	0	0
9065.333	1	-1123.667	1	0	0	0	0	0	0
9338.333	1	-850.66699	1	0	0	0	0	0	0
48483	1	4335	0	0	0	0	0	0	1
13209.333	0	-375.66699	1	1	0	0	0	0	0
15709	0	-1272	0	1	1	0	0	0	0
20586	1	-3187	0	0	1	1	0	0	0
12453.667	0	-1131.333	1	1	0	0	0	0	0
8518	1	-1671	1	0	0	0	0	0	0
9403.667	1	-785.33301	1	0	0	0	0	0	0
7184.3335	0	-3004.6665	1	0	0	0	0	0	0
7869.6665	0	-2319.3335	1	0	0	0	0	0	0
18504.666	1	1523.666	0	0	1	1	0	0	0
10084	1	-105	1	0	0	0	0	0	0
9958	0	-231	1	0	0	0	0	0	0
9391	1	-798	1	0	0	0	0	0	0
9547.667	0	-641.33301	1	0	0	0	0	0	0
28939.334	0	-1625.666	0	0	0	1	1	0	0
32894.668	0	2329.668	0	0	0	0	1	1	0
38479.668	0	1123.668	0	0	0	0	0	1	1
8334.667	0	-1854.333	1	0	0	0	0	0	0
8491.667	1	-1697.333	1	0	0	0	0	0	0
9163.333	0	-1025.667	1	0	0	0	0	0	0
7224	1	-2965	1	0	0	0	0	0	0
10567.333	0	378.33301	1	1	0	0	0	0	0
39811.668	0	2455.668	0	0	0	0	0	1	1
7722.6665	0	-2466.3335	1	0	0	0	0	0	0
7099.6665	1	-3089.3335	1	0	0	0	0	0	0
9466	1	-723	1	0	0	0	0	0	0
14500	0	915	0	1	1	0	0	0	0
7639.3335	1	-2549.6665	1	0	0	0	0	0	0
27495.666	0	-3069.334	0	0	0	1	1	0	0
33352.332	1	2787.332	0	0	0	0	1	1	0
26217.666	1	2444.666	0	0	0	1	1	0	0
14667.333	0	1082.333	0	1	1	0	0	0	0
15147.667	0	1562.667	0	1	1	0	0	0	0
33624.668	0	3059.668	0	0	0	0	1	1	0
33624.668	0	3059.668	0	0	0	0	1	1	0
35617.332	1	-1738.668	0	0	0	0	1	1	0
11705.333	0	1516.333	1	1	0	0	0	0	0
11616.333	1	1427.333	1	1	0	0	0	0	0
11611	1	1422	1	1	0	0	0	0	0
12704.333	1	-880.66699	1	1	0	0	0	0	0
8900	0	-1289	1	0	0	0	0	0	0
9032.333	0	-1156.667	1	0	0	0	0	0	0
8455.333	1	-1733.667	1	0	0	0	0	0	0
25954.666	1	2181.666	0	0	0	1	1	0	0
20694	0	-3079	0	0	1	1	0	0	0
21996.334	1	-1776.666	0	0	1	1	0	0	0
38606	0	1250	0	0	0	0	0	1	1
40691.668	1	3335.668	0	0	0	0	0	1	1
16416.666	1	-564.33398	0	1	1	0	0	0	0
18750.666	0	1769.666	0	0	1	1	0	0	0
15136.667	1	1551.667	0	1	1	0	0	0	0
15745.667	0	-1235.333	0	1	1	0	0	0	0
16065.333	0	-915.66699	0	1	1	0	0	0	0
17703.334	0	722.33398	0	0	1	1	0	0	0
34866	1	-2490	0	0	0	0	1	1	0
12936.333	0	-648.66699	1	1	0	0	0	0	0
12531.333	1	-1053.667	1	1	0	0	0	0	0
11544.333	1	1355.333	1	1	0	0	0	0	0
11461.667	0	1272.667	1	1	0	0	0	0	0
7513.6665	1	-2675.3335	1	0	0	0	0	0	0
15034.333	1	1449.333	0	1	1	0	0	0	0
17297.666	1	316.66602	0	0	1	1	0	0	0
45831.332	0	1683.332	0	0	0	0	0	0	1
48284	0	4136	0	0	0	0	0	0	1
21057.334	1	-2715.666	0	0	1	1	0	0	0
17771.334	1	790.33398	0	0	1	1	0	0	0
42168	0	-1980	0	0	0	0	0	1	1
44703	1	555	0	0	0	0	0	0	1
13514.333	0	-70.666992	1	1	0	0	0	0	0
20171	0	3190	0	0	1	1	0	0	0
7635.6665	0	-2553.3335	1	0	0	0	0	0	0
19094.666	0	2113.666	0	0	1	1	0	0	0
27068.666	0	3295.666	0	0	0	1	1	0	0
13872.667	1	287.66699	0	1	1	0	0	0	0
15677.667	0	-1303.333	0	1	1	0	0	0	0
20014.666	0	3033.666	0	0	1	1	0	0	0
22485.334	0	-1287.666	0	0	1	1	0	0	0
22485.334	0	-1287.666	0	0	1	1	0	0	0
22345	1	-1428	0	0	1	1	0	0	0
6948	0	-3241	1	0	0	0	0	0	0
41426.332	0	-2721.668	0	0	0	0	0	1	1
41426.332	0	-2721.668	0	0	0	0	0	1	1
40768	1	-3380	0	0	0	0	0	1	1
22040	1	-1733	0	0	1	1	0	0	0
31709.334	0	1144.334	0	0	0	0	1	1	0
6849.6665	0	-3339.3335	1	0	0	0	0	0	0
15915	0	-1066	0	1	1	0	0	0	0
48320.332	1	4172.332	0	0	0	0	0	0	1
49786.332	1	5638.332	0	0	0	0	0	0	1
10422.667	1	233.66699	1	1	0	0	0	0	0
8115.6665	0	-2073.3335	1	0	0	0	0	0	0
9713.333	0	-475.66699	1	0	0	0	0	0	0
10272.333	1	83.333008	1	1	0	0	0	0	0
31738	1	1173	0	0	0	0	1	1	0
11808.333	0	1619.333	1	1	0	0	0	0	0
14317.667	0	732.66699	0	1	1	0	0	0	0
14371	0	786	0	1	1	0	0	0	0
16545.334	0	-435.66602	0	1	1	0	0	0	0
12860	1	-725	1	1	0	0	0	0	0
14592.333	1	1007.333	0	1	1	0	0	0	0
39994.668	0	2638.668	0	0	0	0	0	1	1
50202	0	6054	0	0	0	0	0	0	1
7554.3335	0	-2634.6665	1	0	0	0	0	0	0
8212.333	0	-1976.667	1	0	0	0	0	0	0
11416.667	1	1227.667	1	1	0	0	0	0	0
13935	1	350	0	1	1	0	0	0	0
19985.666	1	3004.666	0	0	1	1	0	0	0
15077	0	1492	0	1	1	0	0	0	0
18576	1	1595	0	0	1	1	0	0	0
10314	0	125	1	1	0	0	0	0	0
7376.6665	0	-2812.3335	1	0	0	0	0	0	0
7510.3335	1	-2678.6665	1	0	0	0	0	0	0
36048.668	0	-1307.332	0	0	0	0	1	1	0
37765.668	0	409.66797	0	0	0	0	0	1	1
22404.666	0	-1368.334	0	0	1	1	0	0	0
26788.666	1	3015.666	0	0	0	1	1	0	0
10426	0	237	1	1	0	0	0	0	0
12245	1	-1340	1	1	0	0	0	0	0
15326.333	1	-1654.667	0	1	1	0	0	0	0
20465.666	1	-3307.334	0	0	1	1	0	0	0
26075.334	1	2302.334	0	0	0	1	1	0	0
10535.667	1	346.66699	1	1	0	0	0	0	0
8220.667	0	-1968.333	1	0	0	0	0	0	0
8765	0	-1424	1	0	0	0	0	0	0
11337	1	1148	1	1	0	0	0	0	0
11350	1	1161	1	1	0	0	0	0	0
17279.666	1	298.66602	0	0	1	1	0	0	0
13647.333	1	62.333008	0	1	1	0	0	0	0
11790.333	1	1601.333	1	1	0	0	0	0	0
35445.332	0	-1910.668	0	0	0	0	1	1	0
8736.333	0	-1452.667	1	0	0	0	0	0	0
18898.334	1	1917.334	0	0	1	1	0	0	0
17823.334	0	842.33398	0	0	1	1	0	0	0
24555.666	0	782.66602	0	0	0	1	1	0	0
12791	0	-794	1	1	0	0	0	0	0
14641.333	0	1056.333	0	1	1	0	0	0	0
10118.667	1	-70.333008	1	0	0	0	0	0	0
28130.334	0	-2434.666	0	0	0	1	1	0	0
11293.667	0	1104.667	1	1	0	0	0	0	0
12468.333	0	-1116.667	1	1	0	0	0	0	0
8381.333	1	-1807.667	1	0	0	0	0	0	0
7269.6665	0	-2919.3335	1	0	0	0	0	0	0
30820.334	0	255.33398	0	0	0	0	1	1	0
32051	1	1486	0	0	0	0	1	1	0
12554.667	0	-1030.333	1	1	0	0	0	0	0
15887.333	0	-1093.667	0	1	1	0	0	0	0
36069	0	-1287	0	0	0	0	1	1	0
38146.668	1	790.66797	0	0	0	0	0	1	1
14324	1	739	0	1	1	0	0	0	0
8629	0	-1560	1	0	0	0	0	0	0
9363.667	0	-825.33301	1	0	0	0	0	0	0
17329.334	1	348.33398	0	0	1	1	0	0	0
7816.6665	0	-2372.3335	1	0	0	0	0	0	0
8083.6665	1	-2105.3335	1	0	0	0	0	0	0
11779.333	1	1590.333	1	1	0	0	0	0	0
13403.333	1	-181.66699	1	1	0	0	0	0	0
9836	0	-353	1	0	0	0	0	0	0
10288.667	0	99.666992	1	1	0	0	0	0	0
10288.667	1	99.666992	1	1	0	0	0	0	0
8994.333	0	-1194.667	1	0	0	0	0	0	0
8994.333	1	-1194.667	1	0	0	0	0	0	0
8183	0	-2006	1	0	0	0	0	0	0
8037.6665	0	-2151.3335	1	0	0	0	0	0	0
8007.3335	0	-2181.6665	1	0	0	0	0	0	0
34860	0	-2496	0	0	0	0	1	1	0
37487	1	131	0	0	0	0	0	1	1
12060	0	-1525	1	1	0	0	0	0	0
12009.667	1	-1575.333	1	1	0	0	0	0	0
14333.667	1	748.66699	0	1	1	0	0	0	0
16958.334	1	-22.666016	0	1	1	0	0	0	0
16501	0	-480	0	1	1	0	0	0	0
7700	0	-2489	1	0	0	0	0	0	0
7910.6665	0	-2278.3335	1	0	0	0	0	0	0
36633	0	-723	0	0	0	0	1	1	0
29682	0	-883	0	0	0	1	1	0	0
30796	1	231	0	0	0	0	1	1	0
28239	1	-2326	0	0	0	1	1	0	0
28239	0	-2326	0	0	0	1	1	0	0
29425	0	-1140	0	0	0	1	1	0	0
12849	0	-736	1	1	0	0	0	0	0
11263	1	1074	1	1	0	0	0	0	0
6912	1	-3277	1	0	0	0	0	0	0
9076.333	0	-1112.667	1	0	0	0	0	0	0
12795.667	0	-789.33301	1	1	0	0	0	0	0
17641	0	660	0	0	1	1	0	0	0
24664.334	0	891.33398	0	0	0	1	1	0	0
15786.333	1	-1194.667	0	1	1	0	0	0	0
19429.666	0	2448.666	0	0	1	1	0	0	0
30894.334	1	329.33398	0	0	0	0	1	1	0
26507.334	1	2734.334	0	0	0	1	1	0	0
29683	1	-882	0	0	0	1	1	0	0
18259	0	1278	0	0	1	1	0	0	0
18682.666	1	1701.666	0	0	1	1	0	0	0
18682.666	1	1701.666	0	0	1	1	0	0	0
7607.6665	0	-2581.3335	1	0	0	0	0	0	0
7426	1	-2763	1	0	0	0	0	0	0
49495.332	1	5347.332	0	0	0	0	0	0	1
7717.6665	0	-2471.3335	1	0	0	0	0	0	0
26319.334	1	2546.334	0	0	0	1	1	0	0
25289.666	0	1516.666	0	0	0	1	1	0	0
24419.666	1	646.66602	0	0	0	1	1	0	0
27441.334	1	-3123.666	0	0	0	1	1	0	0
7395.3335	0	-2793.6665	1	0	0	0	0	0	0
9364.667	1	-824.33301	1	0	0	0	0	0	0
32045.334	0	1480.334	0	0	0	0	1	1	0
22284.666	1	-1488.334	0	0	1	1	0	0	0
16224.667	0	-756.33301	0	1	1	0	0	0	0
7935.3335	0	-2253.6665	1	0	0	0	0	0	0
31900.666	0	1335.666	0	0	0	0	1	1	0
34168	1	-3188	0	0	0	0	1	1	0
10210.667	1	21.666992	1	1	0	0	0	0	0
12381.667	0	-1203.333	1	1	0	0	0	0	0
46418.332	0	2270.332	0	0	0	0	0	0	1
10106	0	-83	1	0	0	0	0	0	0
16392.666	0	-588.33398	0	1	1	0	0	0	0
31561.666	0	996.66602	0	0	0	0	1	1	0
31561.666	1	996.66602	0	0	0	0	1	1	0
37497	0	141	0	0	0	0	0	1	1
37497	1	141	0	0	0	0	0	1	1
13309.333	1	-275.66699	1	1	0	0	0	0	0
23995.666	1	222.66602	0	0	0	1	1	0	0
7686.6665	1	-2502.3335	1	0	0	0	0	0	0
13657.333	0	72.333008	0	1	1	0	0	0	0
20770	0	-3003	0	0	1	1	0	0	0
16159.667	0	-821.33301	0	1	1	0	0	0	0
10550.667	1	361.66699	1	1	0	0	0	0	0
13731.333	0	146.33301	0	1	1	0	0	0	0
23723.666	0	-49.333984	0	0	1	1	0	0	0
7761.6665	0	-2427.3335	1	0	0	0	0	0	0
7900	1	-2289	1	0	0	0	0	0	0
15843.333	1	-1137.667	0	1	1	0	0	0	0
11268	1	1079	1	1	0	0	0	0	0
