"name","industry","sector","website","rank"
"Kansas City Southern","Railroads","Transportation","http://www.kcsouthern.com",843
"Caleres","Specialty Retailers: Apparel","Retailing","http://www.caleres.com",844
"Nu Skin Enterprises","Household and Personal Products","Household Products","http://www.nuskinenterprises.com",845
"Great Plains Energy","Utilities: Gas and Electric","Energy","http://www.greatplainsenergy.com",846
"Kirby","zMiscellaneous","Transportation","http://www.kirbycorp.com",847
"General Growth Properties","Real estate","Financials","http://www.ggp.com",848
"Broadridge Financial Solutions","Financial Data Services","Business Services","http://www.broadridge.com",849
"Stericycle","Waste Management","Business Services","http://www.stericycle.com",850
"Global Payments","Financial Data Services","Business Services","http://www.globalpaymentsinc.com",851
"Nortek","Industrial Machinery","Industrials","http://www.nortekinc.com",852
"Schnitzer Steel Industries","Metals","Materials","http://www.schnitzersteel.com",853
"Universal","Tobacco","Food, Beverages & Tobacco","http://www.universalcorp.com",854
"ANN","Specialty Retailers: Apparel","Retailing","http://www.anninc.com",855
"Hologic","Medical Products and Equipment","Health Care","http://www.hologic.com",856
"Panera Bread","Food Services","Hotels, Resturants & Leisure","http://www.panerabread.com",857
"AOL","Internet Services and Retailing","Technology","http://www.corp.aol.com",858
"SM Energy","Mining, Crude-Oil Production","Energy","http://www.sm-energy.com",859
"Paychex","Diversified Outsourcing Services","Business Services","http://www.paychex.com",860
"PriceSmart","Specialty Retailers: Other","Retailing","http://www.pricesmart.com",861
"Autodesk","Computer Software","Technology","http://www.autodesk.com",862
"Affiliated Managers Group","Securities","Financials","http://www.amg.com",863
"Tops Holding","Food and Drug Stores","Food & Drug Stores","http://www.topsmarkets.com",864
"Dynegy","Energy","Energy","http://www.dynegy.com",865
"DSW","Specialty Retailers: Apparel","Retailing","http://www.dswinc.com",866
"Vishay Intertechnology","Semiconductors and Other Electronic Components","Technology","http://www.vishay.com",867
"Mettler-Toledo International","Scientific,Photographic and Control Equipment","Technology","http://www.mt.com",868
"SunEdison","Semiconductors and Other Electronic Components","Technology","http://www.sunedison.com",869
"Tetra Tech","Engineering, Construction","Engineering & Construction","http://www.tetratech.com",870
"Momentive Performance Materials","Chemicals","Chemicals","http://www.momentive.com",871
"EnerSys","Electronics, Electrical Equip.","Industrials","http://www.enersys.com",872
"Donaldson","Industrial Machinery","Industrials","http://www.donaldson.com",873
"EQT","Energy","Energy","http://www.eqt.com",874
"Monster Beverage","Beverages","Food, Beverages & Tobacco","http://www.monsterbevcorp.com",875
"PC Connection","Specialty Retailers: Other","Retailing","http://www.pcconnection.com",876
"Total System Services","Financial Data Services","Business Services","http://www.tsys.com",877
"ServiceMaster Global Holdings","Diversified Outsourcing Services","Business Services","http://www.servicemaster.com",878
"Medical Mutual of Ohio","Insurance: Life, Health (Mutual)","Financials","http://www.medmutual.com",879
"Applied Industrial Technologies","Wholesalers: Diversified","Wholesalers","http://www.applied.com",880
"Maxim Integrated Products","Semiconductors and Other Electronic Components","Technology","http://www.maximintegrated.com",881
"OGE Energy","Utilities: Gas and Electric","Energy","http://www.oge.com",882
"A. Schulman","Chemicals","Chemicals","http://www.aschulman.com",883
"Equinix","Telecommunications","Telecommunications","http://www.equinix.com",884
"Mednax","Health Care: Pharmacy and Other Services","Health Care","http://www.mednax.com",885
"Equifax","Financial Data Services","Business Services","http://www.equifax.com",886
"CalAtlantic Group","Homebuilders","Engineering & Construction","www.calatlantichomes.com",887
"Denbury Resources","Mining, Crude-Oil Production","Energy","http://www.denbury.com",888
"Cimarex Energy","Mining, Crude-Oil Production","Energy","http://www.cimarex.com",889
"Mutual of America Life Insurance","Insurance: Life, Health (Mutual)","Financials","http://www.mutualofamerica.com",890
"Guess","Apparel","Apparel","http://www.guess.com",891
"Post Holdings","Food Consumer Products","Food, Beverages & Tobacco","http://www.postholdings.com",892
"HealthSouth","Health Care: Medical Facilities","Health Care","http://www.healthsouth.com",893
"Ferrellgas Partners","Energy","Energy","http://www.ferrellgas.com",894
"KB Home","Homebuilders","Engineering & Construction","http://www.kbhome.com",895
"Boston Properties","Real estate","Financials","http://www.bostonproperties.com",896
"Trimble Navigation","Scientific,Photographic and Control Equipment","Technology","http://www.trimble.com",897
"Teledyne Technologies","Scientific,Photographic and Control Equipment","Technology","http://www.teledyne.com",898
"Acuity Brands","Electronics, Electrical Equip.","Industrials","http://www.acuitybrands.com",899
"Skechers U.S.A.","Apparel","Apparel","http://www.skx.com",900
"Xilinx","Semiconductors and Other Electronic Components","Technology","http://www.xilinx.com",901
"Plexus","Semiconductors and Other Electronic Components","Technology","http://www.plexus.com",902
"Newfield Exploration","Mining, Crude-Oil Production","Energy","http://www.newfield.com",903
"TransDigm Group","Aerospace and Defense","Aerospace & Defense","http://www.transdigm.com",904
"Kar Auction Services","Wholesalers: Diversified","Wholesalers","http://www.karauctionservices.com",905
"Mueller Industries","Industrial Machinery","Industrials","http://www.muellerindustries.com",906
"Zions Bancorp.","Commercial Banks","Financials","http://www.zionsbancorporation.com",907
"Insperity","Diversified Outsourcing Services","Business Services","http://www.insperity.com",908
"XPO Logistics","Transportation and Logistics","Transportation","http://www.xpo.com",909
"Sears Hometown & Outlet Stores","Specialty Retailers: Other","Retailing","http://www.shos.com",910
"A.O. Smith","Electronics, Electrical Equip.","Industrials","http://www.aosmith.com",911
"Alliance One International","Tobacco","Food, Beverages & Tobacco","http://www.aointl.com",912
"Take-Two Interactive Software","Computer Software","Technology","http://www.take2games.com",913
"hhgregg","Specialty Retailers: Other","Retailing","http://www.hhgregg.com",914
"RPC","Oil and Gas Equipment, Services","Energy","http://www.rpc.net",915
"NewMarket","Chemicals","Chemicals","http://www.newmarket.com",916
"Beacon Roofing Supply","Wholesalers: Diversified","Wholesalers","http://www.becn.com",917
"Edwards Lifesciences","Medical Products and Equipment","Health Care","http://www.edwards.com",918
"Triple-S Management","Health Care: Insurance and Managed Care","Health Care","http://www.triplesmanagement.com",919
"Hawaiian Holdings","Airlines","Transportation","http://www.hawaiianairlines.com",920
"Heartland Payment Systems","Financial Data Services","Business Services","http://www.heartlandpaymentsystems.com",921
"Belden","Electronics, Electrical Equip.","Industrials","http://www.belden.com",922
"Magellan Midstream Partners","Pipelines","Energy","http://www.magellanlp.com",923
"Outerwall","Specialty Retailers: Other","Retailing","http://www.outerwall.com",924
"KapStone Paper & Packaging","Packaging, Containers","Materials","http://www.kapstonepaper.com",925
"Alliance Holdings","Mining, Crude-Oil Production","Energy","http://www.ahgp.com",926
"Skyworks Solutions","Semiconductors and Other Electronic Components","Technology","http://www.skyworksinc.com",927
"Ciena","Network and Other Communications Equipment","Technology","http://www.ciena.com",928
"Granite Construction","Engineering, Construction","Engineering & Construction","http://www.graniteconstruction.com",929
"Education Management","Education","Business Services","http://www.edmc.edu",930
"Party City Holdings","Specialty Retailers: Other","Retailing","http://www.partycity.com",931
"HCP","Real estate","Financials","http://www.hcpi.com",932
"Parexel International","Health Care: Pharmacy and Other Services","Health Care","http://www.parexel.com",933
"Delta Tucker Holdings","Aerospace and Defense","Aerospace & Defense","http://www.dyn-intl.com",934
"Pinnacle Entertainment","Hotels, Casinos, Resorts","Hotels, Resturants & Leisure","http://www.pnkinc.com",935
"Stifel Financial","Securities","Financials","http://www.stifel.com",936
"Pool","Wholesalers: Diversified","Wholesalers","http://www.poolcorp.com",937
"Olin","Chemicals","Chemicals","http://www.olin.com",938
"Knights of Columbus","Insurance: Life, Health (Mutual)","Financials","http://www.kofc.org",939
"PerkinElmer","Scientific,Photographic and Control Equipment","Technology","http://www.perkinelmer.com",940
"Alexion Pharmaceuticals","Pharmaceuticals","Health Care","http://www.alexion.com",941
"IHS","Financial Data Services","Business Services","http://www.ihs.com",942
"Oil States International","Oil and Gas Equipment, Services","Energy","http://www.oilstatesintl.com",943
"HNI","Home Equipment, Furnishings","Household Products","http://www.hnicorp.com",944
"LinkedIn","Internet Services and Retailing","Technology","http://www.linkedin.com",945
"Diplomat Pharmacy","Food and Drug Stores","Food & Drug Stores","http://www.diplomat.is",946
"Brocade Communications Systems","Network and Other Communications Equipment","Technology","http://www.brocade.com",947
"Greenbrier Cos.","Transportation Equipment","Transportation","http://www.gbrx.com",948
"AMC Networks","Entertainment","Media","http://www.amcnetworks.com",949
"Kemper","Insurance: Property and Casualty (Stock)","Financials","http://www.kemper.com",950
"Ocwen Financial","Diversified Financials","Financials","http://www.ocwen.com",951
"Public Storage","zMiscellaneous","Business Services","http://www.publicstorage.com",952
"TriNet Group","Diversified Outsourcing Services","Business Services","http://www.trinet.com",953
"Chemtura","Chemicals","Chemicals","http://www.chemtura.com",954
"Symetra Financial","Insurance: Life, Health (stock)","Financials","http://www.symetra.com",955
"Tower International","Motor Vehicles and Parts","Motor Vehicles & Parts","http://www.towerinternational.com",956
"Meritage Homes","Homebuilders","Engineering & Construction","http://www.meritagehomes.com",957
"MarkWest Energy Partners","Pipelines","Energy","http://www.markwest.com",958
"Bio-Rad Laboratories","Medical Products and Equipment","Health Care","http://www.bio-rad.com",959
"TrueBlue","Temporary Help","Business Services","http://www.trueblue.com",960
"Cabot Oil & Gas","Mining, Crude-Oil Production","Energy","http://www.cabotog.com",961
"Carpenter Technology","Metals","Materials","http://www.cartech.com",962
"Toro","Construction and Farm Machinery","Industrials","http://www.thetorocompany.com",963
"American Equity Investment Life Holding","Insurance: Life, Health (stock)","Financials","http://www.american-equity.com",964
"Express","Specialty Retailers: Apparel","Retailing","http://www.express.com",965
"Eastman Kodak","Scientific,Photographic and Control Equipment","Technology","http://www.kodak.com",966
"Hain Celestial Group","Food Consumer Products","Food, Beverages & Tobacco","http://www.hain.com",967
"Nationstar Mortgage Holdings","Diversified Financials","Financials","http://www.nationstarmtg.com",968
"IDEX","Industrial Machinery","Industrials","http://www.idexcorp.com",969
"Popular","Commercial Banks","Financials","http://www.popular.com",970
"Werner Enterprises","Trucking, Truck Leasing","Transportation","http://www.werner.com",971
"Esterline Technologies","Aerospace and Defense","Aerospace & Defense","http://www.esterline.com",972
"Intuitive Surgical","Medical Products and Equipment","Health Care","http://www.intuitivesurgical.com",973
"Allison Transmission Holdings","Motor Vehicles and Parts","Motor Vehicles & Parts","http://www.allisontransmission.com",974
"SemGroup","Pipelines","Energy","http://www.semgroupcorp.com",975
"Southwest Gas","Utilities: Gas and Electric","Energy","http://www.swgas.com",976
"G-III Apparel Group","Apparel","Apparel","http://www.g-iii.com",977
"National Fuel Gas","Utilities: Gas and Electric","Energy","http://www.nationalfuelgas.com",978
"H.B. Fuller","Chemicals","Chemicals","http://www.hbfuller.com",979
"Penn Mutual Life Insurance","Insurance: Life, Health (stock)","Financials","http://www.pennmutual.com",980
"RCS Capital","Securities","Financials","http://www.rcscapital.com",981
"Columbia Sportswear","Apparel","Apparel","http://www.columbia.com",982
"Amica Mutual Insurance","Insurance: Property and Casualty (Mutual)","Financials","http://www.amica.com",983
"Primoris Services","Engineering, Construction","Engineering & Construction","http://www.prim.com",984
"Energen","Mining, Crude-Oil Production","Energy","http://www.energen.com",985
"Rexnord","Industrial Machinery","Industrials","http://www.rexnord.com",986
"Seventy Seven Energy","Oil and Gas Equipment, Services","Energy","http://www.77nrg.com",987
"Waste Connections","Waste Management","Business Services","http://www.wasteconnections.com",988
"Pep Boys-Manny, Moe & Jack","Specialty Retailers: Other","Retailing","http://www.pepboys.com",989
"Harsco","Metals","Materials","http://www.harsco.com",990
"Hovnanian Enterprises","Homebuilders","Engineering & Construction","http://www.khov.com",991
"Willbros Group","Oil and Gas Equipment, Services","Energy","http://www.willbros.com",992
"Wendy's","Food Services","Hotels, Resturants & Leisure","http://www.aboutwendys.com",993
"International Game Technology","Industrial Machinery","Industrials","http://www.igt.com",994
"Synopsys","Computer Software","Technology","http://www.synopsys.com",995
"Universal American","Health Care: Insurance and Managed Care","Health Care","http://www.universalamerican.com",996
"AAR","Aerospace and Defense","Aerospace & Defense","http://www.aarcorp.com",997
"Selective Insurance Group","Insurance: Property and Casualty (Stock)","Financials","http://www.selective.com",998
"Gartner","Information Technology Services","Technology","http://www.gartner.com",999
"E*Trade Financial","Securities","Financials","http://www.etrade.com",1000
