"name","industry","sector","website","rank"
"Walmart","General Merchandisers","Retailing","http://www.walmart.com",1
"Exxon Mobil","Petroleum Refining","Energy","http://www.exxonmobil.com",2
"Chevron","Petroleum Refining","Energy","http://www.chevron.com",3
"Berkshire Hathaway","Insurance: Property and Casualty (Stock)","Financials","http://www.berkshirehathaway.com",4
"Apple","Computers, Office Equipment","Technology","http://www.apple.com",5
"General Motors","Motor Vehicles and Parts","Motor Vehicles & Parts","http://www.gm.com",6
"Phillips 66","Petroleum Refining","Energy","http://www.phillips66.com",7
"General Electric","Diversified Financials","Financials","http://www.ge.com",8
"Ford Motor","Motor Vehicles and Parts","Motor Vehicles & Parts","http://www.ford.com",9
"CVS Health","Food and Drug Stores","Food & Drug Stores","http://www.cvshealth.com",10
"McKesson","Wholesalers: Health Care","Wholesalers","http://www.mckesson.com",11
"AT&T","Telecommunications","Telecommunications","http://www.att.com",12
"Valero Energy","Petroleum Refining","Energy","http://www.valero.com",13
"UnitedHealth Group","Health Care: Insurance and Managed Care","Health Care","http://www.unitedhealthgroup.com",14
"Verizon","Telecommunications","Telecommunications","http://www.verizon.com",15
"AmerisourceBergen","Wholesalers: Health Care","Wholesalers","http://www.amerisourcebergen.com",16
"Fannie Mae","Diversified Financials","Financials","http://www.fanniemae.com",17
"Costco","Specialty Retailers: Other","Retailing","http://www.costco.com",18
"HP","Computers, Office Equipment","Technology","http://www.hp.com",19
"Kroger","Food and Drug Stores","Food & Drug Stores","http://www.thekrogerco.com",20
"JP Morgan Chase","Commercial Banks","Financials","http://www.jpmorganchase.com",21
"Express Scripts Holding","Health Care: Pharmacy and Other Services","Health Care","http://www.express-scripts.com",22
"Bank of America Corp.","Commercial Banks","Financials","http://www.bankofamerica.com",23
"IBM","Information Technology Services","Technology","http://www.ibm.com",24
"Marathon Petroleum","Petroleum Refining","Energy","http://www.marathonpetroleum.com",25
"Cardinal Health","Wholesalers: Health Care","Wholesalers","http://www.cardinal.com",26
"Boeing","Aerospace and Defense","Aerospace & Defense","http://www.boeing.com",27
"Citigroup","Commercial Banks","Financials","http://www.citigroup.com",28
"Amazon.com","Internet Services and Retailing","Technology","http://www.amazon.com",29
"Wells Fargo","Commercial Banks","Financials","http://www.wellsfargo.com",30
"Microsoft","Computer Software","Technology","http://www.microsoft.com",31
"Procter & Gamble","Household and Personal Products","Household Products","http://www.pg.com",32
"Home Depot","Specialty Retailers: Other","Retailing","http://www.homedepot.com",33
"Archer Daniels Midland","Food Production","Food, Beverages & Tobacco","http://www.adm.com",34
"Walgreens","Food and Drug Stores","Food & Drug Stores","http://www.walgreensbootsalliance.com",35
"Target","General Merchandisers","Retailing","http://www.target.com",36
"Johnson & Johnson","Pharmaceuticals","Health Care","http://www.jnj.com",37
"Anthem","Health Care: Insurance and Managed Care","Health Care","http://www.antheminc.com",38
"MetLife","Insurance: Life, Health (stock)","Financials","http://www.metlife.com",39
"Alphabet","Internet Services and Retailing","Technology","http://www.google.com",40
"State Farm Insurance Cos.","Insurance: Property and Casualty (Mutual)","Financials","http://www.statefarm.com",41
"Freddie Mac","Diversified Financials","Financials","http://www.freddiemac.com",42
"Comcast","Telecommunications","Telecommunications","http://www.comcastcorporation.com",43
"PepsiCo","Food Consumer Products","Food, Beverages & Tobacco","http://www.pepsico.com",44
"United Technologies","Aerospace and Defense","Aerospace & Defense","http://www.utc.com",45
"AIG","Insurance: Property and Casualty (Stock)","Financials","http://www.aig.com",46
"UPS","Mail, Package, and Freight Delivery","Transportation","http://www.ups.com",47
"Dow Chemical","Chemicals","Chemicals","http://www.dow.com",48
"Aetna","Health Care: Insurance and Managed Care","Health Care","http://www.aetna.com",49
"Lowe's","Specialty Retailers: Other","Retailing","http://www.lowes.com",50
"ConocoPhillips","Mining, Crude-Oil Production","Energy","http://www.conocophillips.com",51
"Intel","Semiconductors and Other Electronic Components","Technology","http://www.intel.com",52
"Energy Transfer Equity","Pipelines","Energy","http://www.energytransfer.com",53
"Caterpillar","Construction and Farm Machinery","Industrials","http://www.caterpillar.com",54
"Prudential Financial","Insurance: Life, Health (stock)","Financials","http://www.prudential.com",55
"Pfizer","Pharmaceuticals","Health Care","http://www.pfizer.com",56
"Walt Disney","Entertainment","Media","http://www.disney.com",57
"Humana","Health Care: Insurance and Managed Care","Health Care","http://www.humana.com",58
"Enterprise Products Partners","Pipelines","Energy","http://www.enterpriseproducts.com",59
"Cisco Systems","Network and Other Communications Equipment","Technology","http://www.cisco.com",60
"Sysco","Wholesalers: Food and Grocery","Wholesalers","http://www.sysco.com",61
"Ingram Micro","Wholesalers: Electronics and Office Equipment","Wholesalers","http://www.ingrammicro.com",62
"Coca-Cola","Beverages","Food, Beverages & Tobacco","http://www.coca-colacompany.com",63
"Lockheed Martin","Aerospace and Defense","Aerospace & Defense","http://www.lockheedmartin.com",64
"FedEx","Mail, Package, and Freight Delivery","Transportation","http://www.fedex.com",65
"Johnson Controls","Motor Vehicles and Parts","Motor Vehicles & Parts","http://www.johnsoncontrols.com",66
"Plains GP Holdings","Pipelines","Energy","http://www.plainsallamerican.com",67
"World Fuel Services","Wholesalers: Diversified","Wholesalers","http://www.wfscorp.com",68
"CHS","Food Production","Food, Beverages & Tobacco","http://www.chsinc.com",69
"American Airlines Group","Airlines","Transportation","http://www.aa.com",70
"Merck","Pharmaceuticals","Health Care","http://www.merck.com",71
"Best Buy","Specialty Retailers: Other","Retailing","http://www.bestbuy.com",72
"Delta Air Lines","Airlines","Transportation","http://www.delta.com",73
"Honeywell International","Electronics, Electrical Equip.","Industrials","http://www.honeywell.com",74
"HCA Holdings","Health Care: Medical Facilities","Health Care","http://www.hcahealthcare.com",75
"Goldman Sachs Group","Commercial Banks","Financials","http://www.gs.com",76
"Tesoro","Petroleum Refining","Energy","http://www.tsocorp.com",77
"Liberty Mutual Insurance Group","Insurance: Property and Casualty (Stock)","Financials","http://www.libertymutual.com",78
"United Continental Holdings","Airlines","Transportation","http://www.unitedcontinentalholdings.com",79
"New York Life Insurance","Insurance: Life, Health (Mutual)","Financials","http://www.newyorklife.com",80
"Oracle","Computer Software","Technology","http://www.oracle.com",81
"Morgan Stanley","Commercial Banks","Financials","http://www.morganstanley.com",82
"Tyson Foods","Food Production","Food, Beverages & Tobacco","http://www.tysonfoods.com",83
"Safeway","Food and Drug Stores","Food & Drug Stores","http://www.safeway.com",84
"Nationwide","Insurance: Property and Casualty (Mutual)","Financials","http://www.nationwide.com",85
"Deere","Construction and Farm Machinery","Industrials","http://www.johndeere.com",86
"DuPont","Chemicals","Chemicals","http://www.dupont.com",87
"American Express","Commercial Banks","Financials","http://www.americanexpress.com",88
"Allstate","Insurance: Property and Casualty (Stock)","Financials","http://www.allstate.com",89
"Cigna","Health Care: Insurance and Managed Care","Health Care","http://www.cigna.com",90
"Mondelez International","Food Consumer Products","Food, Beverages & Tobacco","http://www.mondelezinternational.com",91
"TIAA-CREF","Insurance: Life, Health (Mutual)","Financials","http://www.tiaa-cref.org",92
"INTL FCStone","Diversified Financials","Financials","http://www.intlfcstone.com",93
"Massachusetts Mutual Life Insurance","Insurance: Life, Health (Mutual)","Financials","http://www.massmutual.com",94
"DirecTV","Telecommunications","Telecommunications","http://www.directv.com",95
"Halliburton","Oil and Gas Equipment, Services","Energy","http://www.halliburton.com",96
"Twenty-First Century Fox","Entertainment","Media","http://www.21cf.com",97
"3M","zMiscellaneous","Household Products","http://www.3m.com",98
"Sears Holdings","General Merchandisers","Retailing","http://www.searsholdings.com",99
"General Dynamics","Aerospace and Defense","Aerospace & Defense","http://www.generaldynamics.com",100
"Publix Super Markets","Food and Drug Stores","Food & Drug Stores","http://www.publix.com",101
"Philip Morris International","Tobacco","Food, Beverages & Tobacco","http://www.pmi.com",102
"TJX","Specialty Retailers: Apparel","Retailing","http://www.tjx.com",103
"Time Warner","Entertainment","Media","http://www.timewarner.com",104
"Macy's","General Merchandisers","Retailing","http://www.macysinc.com",105
"Nike","Apparel","Apparel","http://www.nike.com",106
"Tech Data","Wholesalers: Electronics and Office Equipment","Wholesalers","http://www.techdata.com",107
"Avnet","Wholesalers: Electronics and Office Equipment","Wholesalers","http://www.avnet.com",108
"Northwestern Mutual","Insurance: Life, Health (Mutual)","Financials","http://www.northwesternmutual.com",109
"McDonald's","Food Services","Hotels, Resturants & Leisure","http://www.aboutmcdonalds.com",110
"Exelon","Utilities: Gas and Electric","Energy","http://www.exeloncorp.com",111
"Travelers Cos.","Insurance: Property and Casualty (Stock)","Financials","http://www.travelers.com",112
"Qualcomm","Network and Other Communications Equipment","Technology","http://www.qualcomm.com",113
"International Paper","Packaging, Containers","Materials","http://www.internationalpaper.com",114
"Occidental Petroleum","Mining, Crude-Oil Production","Energy","http://www.oxy.com",115
"Duke Energy","Utilities: Gas and Electric","Energy","http://www.duke-energy.com",116
"Rite Aid","Food and Drug Stores","Food & Drug Stores","http://www.riteaid.com",117
"Gilead Sciences","Pharmaceuticals","Health Care","http://www.gilead.com",118
"Baker Hughes","Oil and Gas Equipment, Services","Energy","http://www.bakerhughes.com",119
"Emerson Electric","Electronics, Electrical Equip.","Industrials","http://www.emerson.com",120
"EMC","Computer Peripherals","Technology","http://www.emc.com",121
"USAA","Insurance: Property and Casualty (Stock)","Financials","http://www.usaa.com",122
"Union Pacific","Railroads","Transportation","http://www.up.com",123
"Northrop Grumman","Aerospace and Defense","Aerospace & Defense","http://www.northropgrumman.com",124
"Alcoa","Metals","Materials","http://www.alcoa.com",125
"Capital One Financial","Commercial Banks","Financials","http://www.capitalone.com",126
"National Oilwell Varco","Oil and Gas Equipment, Services","Energy","http://www.nov.com",127
"US Foods","Wholesalers: Food and Grocery","Wholesalers","http://www.usfoods.com",128
"Raytheon","Aerospace and Defense","Aerospace & Defense","http://www.raytheon.com",129
"Time Warner Cable","Telecommunications","Telecommunications","http://www.twc.com",130
"Arrow Electronics","Wholesalers: Electronics and Office Equipment","Wholesalers","http://www.arrow.com",131
"Aflac","Insurance: Life, Health (stock)","Financials","http://www.aflac.com",132
"Staples","Specialty Retailers: Other","Retailing","http://www.staples.com",133
"Abbott Laboratories","Medical Products and Equipment","Health Care","http://www.abbott.com",134
"Community Health Systems","Health Care: Medical Facilities","Health Care","http://www.chs.net",135
"Fluor","Engineering, Construction","Engineering & Construction","http://www.fluor.com",136
"Freeport-McMoRan","Mining, Crude-Oil Production","Energy","http://www.fcx.com",137
"U.S. Bancorp","Commercial Banks","Financials","http://www.usbank.com",138
"Nucor","Metals","Materials","http://www.nucor.com",139
"Kimberly-Clark","Household and Personal Products","Household Products","http://www.kimberly-clark.com",140
"Hess","Petroleum Refining","Energy","http://www.hess.com",141
"Chesapeake Energy","Mining, Crude-Oil Production","Energy","http://www.chk.com",142
"Xerox","Information Technology Services","Technology","http://www.xerox.com",143
"ManpowerGroup","Temporary Help","Business Services","http://www.manpowergroup.com",144
"Amgen","Pharmaceuticals","Health Care","http://www.amgen.com",145
"AbbVie","Pharmaceuticals","Health Care","http://www.abbvie.com",146
"Danaher","Scientific,Photographic and Control Equipment","Technology","http://www.danaher.com",147
"Whirlpool","Electronics, Electrical Equip.","Industrials","http://www.whirlpoolcorp.com",148
"PBF Energy","Petroleum Refining","Energy","http://www.pbfenergy.com",149
"HollyFrontier","Petroleum Refining","Energy","http://www.hollyfrontier.com",150
"Eli Lilly","Pharmaceuticals","Health Care","http://www.lilly.com",151
"Devon Energy","Mining, Crude-Oil Production","Energy","http://www.devonenergy.com",152
"Progressive","Insurance: Property and Casualty (Stock)","Financials","http://www.progressive.com",153
"Cummins","Construction and Farm Machinery","Industrials","http://www.cummins.com",154
"Icahn Enterprises","Petroleum Refining","Energy","http://www.ielp.com",155
"AutoNation","Automotive Retailing, Services","Retailing","http://www.autonation.com",156
"Kohl's","General Merchandisers","Retailing","http://www.kohlscorporation.com",157
"Paccar","Motor Vehicles and Parts","Motor Vehicles & Parts","http://www.paccar.com",158
"Dollar General","General Merchandisers","Retailing","http://www.dollargeneral.com",159
"Hartford Financial Services Group","Insurance: Property and Casualty (Stock)","Financials","http://www.thehartford.com",160
"Southwest Airlines","Airlines","Transportation","http://www.southwest.com",161
"Anadarko Petroleum","Mining, Crude-Oil Production","Energy","http://www.anadarko.com",162
"Southern","Utilities: Gas and Electric","Energy","http://www.southerncompany.com",163
"Supervalu","Food and Drug Stores","Food & Drug Stores","http://www.supervalu.com",164
"Kraft Foods Group","Food Consumer Products","Food, Beverages & Tobacco","http://www.kraftfoodsgroup.com",165
"Goodyear Tire & Rubber","Motor Vehicles and Parts","Motor Vehicles & Parts","http://www.goodyear.com",166
"EOG Resources","Mining, Crude-Oil Production","Energy","http://www.eogresources.com",167
"CenturyLink","Telecommunications","Telecommunications","http://www.centurylink.com",168
"Altria Group","Tobacco","Food, Beverages & Tobacco","http://www.altria.com",169
"Tenet Healthcare","Health Care: Medical Facilities","Health Care","http://www.tenethealth.com",170
"General Mills","Food Consumer Products","Food, Beverages & Tobacco","http://www.generalmills.com",171
"eBay","Internet Services and Retailing","Technology","http://www.ebay.com",172
"ConAgra Foods","Food Consumer Products","Food, Beverages & Tobacco","http://www.conagrafoods.com",173
"Lear","Motor Vehicles and Parts","Motor Vehicles & Parts","http://www.lear.com",174
"TRW Automotive Holdings","Motor Vehicles and Parts","Motor Vehicles & Parts","http://www.trw.com",175
"United States Steel","Metals","Materials","http://www.ussteel.com",176
"Penske Automotive Group","Automotive Retailing, Services","Retailing","http://www.penskeautomotive.com",177
"AES","Utilities: Gas and Electric","Energy","http://www.aes.com",178
"Colgate-Palmolive","Household and Personal Products","Household Products","http://www.colgatepalmolive.com",179
"Global Partners","Wholesalers: Diversified","Wholesalers","http://www.globalp.com",180
"Thermo Fisher Scientific","Scientific,Photographic and Control Equipment","Technology","http://www.thermofisher.com",181
"PG&E Corp.","Utilities: Gas and Electric","Energy","http://www.pge.com",182
"NextEra Energy","Utilities: Gas and Electric","Energy","http://www.nexteraenergy.com",183
"American Electric Power","Utilities: Gas and Electric","Energy","http://www.aep.com",184
"Baxter International","Medical Products and Equipment","Health Care","http://www.baxter.com",185
"Centene","Health Care: Insurance and Managed Care","Health Care","http://www.centene.com",186
"Starbucks","Food Services","Hotels, Resturants & Leisure","http://www.starbucks.com",187
"Gap","Specialty Retailers: Apparel","Retailing","http://www.gapinc.com",188
"Bank of New York Mellon Corp.","Commercial Banks","Financials","http://www.bnymellon.com",189
"Micron Technology","Semiconductors and Other Electronic Components","Technology","http://www.micron.com",190
"Jabil Circuit","Semiconductors and Other Electronic Components","Technology","http://www.jabil.com",191
"PNC Financial Services Group","Commercial Banks","Financials","http://www.pnc.com",192
"Kinder Morgan","Pipelines","Energy","http://www.kindermorgan.com",193
"Office Depot","Specialty Retailers: Other","Retailing","http://www.officedepot.com",194
"Bristol-Myers Squibb","Pharmaceuticals","Health Care","http://www.bms.com",195
"NRG Energy","Energy","Energy","http://www.nrgenergy.com",196
"Monsanto","Chemicals","Chemicals","http://www.monsanto.com",197
"PPG Industries","Chemicals","Chemicals","http://www.ppg.com",198
"Genuine Parts","Wholesalers: Diversified","Wholesalers","http://www.genpt.com",199
"Omnicom Group","Advertising, marketing","Business Services","http://www.omnicomgroup.com",200
"Illinois Tool Works","Industrial Machinery","Industrials","http://www.itw.com",201
"Murphy USA","Specialty Retailers: Other","Retailing","http://corporate.murphyusa.com",202
"Land O'Lakes","Food Consumer Products","Food, Beverages & Tobacco","http://www.landolakesinc.com",203
"Western Refining","Petroleum Refining","Energy","http://www.wnr.com",204
"Western Digital","Computer Peripherals","Technology","http://www.westerndigital.com",205
"FirstEnergy","Utilities: Gas and Electric","Energy","http://www.firstenergycorp.com",206
"Aramark","Diversified Outsourcing Services","Business Services","http://www.aramark.com",207
"DISH Network","Telecommunications","Telecommunications","http://www.dish.com",208
"Las Vegas Sands","Hotels, Casinos, Resorts","Hotels, Resturants & Leisure","http://www.sands.com",209
"Kellogg","Food Consumer Products","Food, Beverages & Tobacco","http://www.kelloggcompany.com",210
"Loews","Insurance: Property and Casualty (Stock)","Financials","http://www.loews.com",211
"CBS","Entertainment","Media","http://www.cbscorporation.com",212
"Ecolab","Chemicals","Chemicals","http://www.ecolab.com",213
"Whole Foods Market","Food and Drug Stores","Food & Drug Stores","http://www.wholefoodsmarket.com",214
"Chubb","Insurance: Property and Casualty (Stock)","Financials","http://www.chubb.com",215
"Health Net","Health Care: Insurance and Managed Care","Health Care","http://www.healthnet.com",216
"Waste Management","Waste Management","Business Services","http://www.wm.com",217
"Apache","Mining, Crude-Oil Production","Energy","http://www.apachecorp.com",218
"Textron","Aerospace and Defense","Aerospace & Defense","http://www.textron.com",219
"Synnex","Wholesalers: Electronics and Office Equipment","Wholesalers","http://www.synnex.com",220
"Marriott International","Hotels, Casinos, Resorts","Hotels, Resturants & Leisure","http://www.marriott.com",221
"Viacom","Entertainment","Media","http://www.viacom.com",222
"Lincoln National","Insurance: Life, Health (stock)","Financials","http://www.lfg.com",223
"Nordstrom","General Merchandisers","Retailing","http://www.nordstrom.com",224
"C.H. Robinson Worldwide","Transportation and Logistics","Transportation","http://www.chrobinson.com",225
"Edison International","Utilities: Gas and Electric","Energy","http://www.edisoninvestor.com",226
"Marathon Oil","Mining, Crude-Oil Production","Energy","http://www.marathonoil.com",227
"Yum Brands","Food Services","Hotels, Resturants & Leisure","http://www.yum.com",228
"Computer Sciences","Information Technology Services","Technology","http://www.csc.com",229
"Parker-Hannifin","Industrial Machinery","Industrials","http://www.parker.com",230
"DaVita HealthCare Partners","Health Care: Medical Facilities","Health Care","http://www.davita.com",231
"CarMax","Automotive Retailing, Services","Retailing","http://www.carmax.com",232
"Texas Instruments","Semiconductors and Other Electronic Components","Technology","http://www.ti.com",233
"WellCare Health Plans","Health Care: Insurance and Managed Care","Health Care","http://www.wellcare.com",234
"Marsh & McLennan","Diversified Financials","Financials","http://www.mmc.com",235
"Consolidated Edison","Utilities: Gas and Electric","Energy","http://www.conedison.com",236
"Oneok","Pipelines","Energy","http://www.oneok.com",237
"Visa","Financial Data Services","Business Services","http://www.visa.com",238
"Jacobs Engineering Group","Engineering, Construction","Engineering & Construction","http://www.jacobs.com",239
"CSX","Railroads","Transportation","http://www.csx.com",240
"Entergy","Utilities: Gas and Electric","Energy","http://www.entergy.com",241
"Facebook","Internet Services and Retailing","Technology","http://www.facebook.com",242
"Dominion Resources","Utilities: Gas and Electric","Energy","http://www.dom.com",243
"Leucadia National","Food Production","Food, Beverages & Tobacco","http://www.leucadia.com",244
"Toys ""R"" Us","Specialty Retailers: Other","Retailing","http://www.toysrusinc.com",245
"DTE Energy","Utilities: Gas and Electric","Energy","http://www.dteenergy.com",246
"Ameriprise Financial","Diversified Financials","Financials","http://www.ameriprise.com",247
"VF","Apparel","Apparel","http://www.vfc.com",248
"Praxair","Chemicals","Chemicals","http://www.praxair.com",249
"J.C. Penney","General Merchandisers","Retailing","http://www.jcpenney.com",250
"Automatic Data Processing","Diversified Outsourcing Services","Business Services","http://www.adp.com",251
"L-3 Communications","Aerospace and Defense","Aerospace & Defense","http://www.l-3com.com",252
"CDW","Information Technology Services","Technology","http://www.cdw.com",253
"Guardian Life Ins. Co. of America","Insurance: Life, Health (Mutual)","Financials","http://www.guardianlife.com",254
"Xcel Energy","Utilities: Gas and Electric","Energy","http://www.xcelenergy.com",255
"Norfolk Southern","Railroads","Transportation","http://www.nscorp.com",256
"PPL","Utilities: Gas and Electric","Energy","http://www.pplweb.com",257
"R.R. Donnelley & Sons","Publishing, Printing","Media","http://www.rrdonnelley.com",258
"Huntsman","Chemicals","Chemicals","http://www.huntsman.com",259
"Bed Bath & Beyond","Specialty Retailers: Other","Retailing","http://www.bedbathandbeyond.com",260
"Stanley Black & Decker","Home Equipment, Furnishings","Household Products","http://www.stanleyblackanddecker.com",261
"L Brands","Specialty Retailers: Apparel","Retailing","http://www.lb.com",262
"Liberty Interactive","Internet Services and Retailing","Technology","http://www.libertyinteractive.com",263
"Farmers Insurance Exchange","Insurance: Property and Casualty (Mutual)","Financials","http://www.farmers.com",264
"First Data","Financial Data Services","Business Services","http://www.firstdata.com",265
"Sherwin-Williams","Chemicals","Chemicals","http://www.sherwin.com",266
"BlackRock","Securities","Financials","http://www.blackrock.com",267
"Voya Financial","Insurance: Life, Health (stock)","Financials","http://www.voya.com",268
"Ross Stores","Specialty Retailers: Apparel","Retailing","http://www.rossstores.com",269
"Sempra Energy","Utilities: Gas and Electric","Energy","http://www.sempra.com",270
"Estee Lauder","Household and Personal Products","Household Products","http://www.elcompanies.com",271
"H.J. Heinz","Food Consumer Products","Food, Beverages & Tobacco","http://www.heinz.com",272
"Reinsurance Group of America","Insurance: Life, Health (stock)","Financials","http://www.rgare.com",273
"Public Service Enterprise Group","Utilities: Gas and Electric","Energy","http://www.pseg.com",274
"Cameron International","Oil and Gas Equipment, Services","Energy","http://www.c-a-m.com",275
"Navistar International","Motor Vehicles and Parts","Motor Vehicles & Parts","http://www.navistar.com",276
"CST Brands","Specialty Retailers: Other","Retailing","http://www.cstbrands.com",277
"State Street Corp.","Commercial Banks","Financials","http://www.statestreet.com",278
"Unum Group","Insurance: Life, Health (stock)","Financials","http://www.unum.com",279
"Hilton Worldwide Holdings","Hotels, Casinos, Resorts","Hotels, Resturants & Leisure","http://www.hiltonworldwide.com",280
"Family Dollar Stores","General Merchandisers","Retailing","http://www.familydollar.com",281
"Principal Financial","Insurance: Life, Health (stock)","Financials","http://www.principal.com",282
"Reliance Steel & Aluminum","Metals","Materials","http://www.rsac.com",283
"Air Products & Chemicals","Chemicals","Chemicals","http://www.airproducts.com",284
"Assurant","Insurance: Property and Casualty (Stock)","Financials","http://www.assurant.com",285
"Peter Kiewit Sons'","Engineering, Construction","Engineering & Construction","http://www.kiewit.com",286
"Henry Schein","Wholesalers: Health Care","Wholesalers","http://www.henryschein.com",287
"Cognizant Technology Solutions","Information Technology Services","Technology","http://www.cognizant.com",288
"MGM Resorts International","Hotels, Casinos, Resorts","Hotels, Resturants & Leisure","http://www.mgmresorts.com",289
"W.W. Grainger","Wholesalers: Diversified","Wholesalers","http://www.grainger.com",290
"Group 1 Automotive","Automotive Retailing, Services","Retailing","http://www.group1auto.com",291
"BB&T Corp.","Commercial Banks","Financials","http://www.bbt.com",292
"WestRock","Packaging, Containers","Materials","http://www.westrock.com",293
"Advance Auto Parts","Specialty Retailers: Other","Retailing","http://www.advanceautoparts.com",294
"Ally Financial","Commercial Banks","Financials","http://www.ally.com",295
"AGCO","Construction and Farm Machinery","Industrials","http://www.agcocorp.com",296
"Corning","Network and Other Communications Equipment","Technology","http://www.corning.com",297
"Biogen","Pharmaceuticals","Health Care","http://www.biogen.com",298
"NGL Energy Partners","Wholesalers: Diversified","Wholesalers","http://www.nglenergypartners.com",299
"Stryker","Medical Products and Equipment","Health Care","http://www.stryker.com",300
"Molina Healthcare","Health Care: Insurance and Managed Care","Health Care","http://www.molinahealthcare.com",301
"Precision Castparts","Aerospace and Defense","Aerospace & Defense","http://www.precast.com",302
"Discover Financial Services","Commercial Banks","Financials","http://www.discoverfinancial.com",303
"Genworth Financial","Insurance: Life, Health (stock)","Financials","http://www.genworth.com",304
"Eastman Chemical","Chemicals","Chemicals","http://www.eastman.com",305
"Dean Foods","Food Consumer Products","Food, Beverages & Tobacco","http://www.deanfoods.com",306
"AutoZone","Specialty Retailers: Other","Retailing","http://www.autozone.com",307
"MasterCard","Financial Data Services","Business Services","http://www.mastercard.com",308
"Owens & Minor","Wholesalers: Health Care","Wholesalers","http://www.owens-minor.com",309
"Hormel Foods","Food Consumer Products","Food, Beverages & Tobacco","http://www.hormelfoods.com",310
"GameStop","Specialty Retailers: Other","Retailing","http://www.gamestopcorp.com",311
"Autoliv","Motor Vehicles and Parts","Motor Vehicles & Parts","http://www.autoliv.com",312
"CenterPoint Energy","Utilities: Gas and Electric","Energy","http://www.centerpointenergy.com",313
"Fidelity National Financial","Insurance: Property and Casualty (Stock)","Financials","http://www.fnf.com",314
"Sonic Automotive","Automotive Retailing, Services","Retailing","http://www.sonicautomotive.com",315
"HD Supply Holdings","Wholesalers: Diversified","Wholesalers","http://www.hdsupply.com",316
"Charter Communications","Telecommunications","Telecommunications","http://www.charter.com",317
"Crown Holdings","Packaging, Containers","Materials","http://www.crowncork.com",318
"Applied Materials","Semiconductors and Other Electronic Components","Technology","http://www.appliedmaterials.com",319
"Mosaic","Chemicals","Chemicals","http://www.mosaicco.com",320
"CBRE Group","Real estate","Financials","http://www.cbre.com",321
"Avon Products","Household and Personal Products","Household Products","http://www.avoncompany.com",322
"Republic Services","Waste Management","Business Services","http://www.republicservices.com",323
"Universal Health Services","Health Care: Medical Facilities","Health Care","http://www.uhsinc.com",324
"Darden Restaurants","Food Services","Hotels, Resturants & Leisure","http://www.darden.com",325
"Steel Dynamics","Metals","Materials","http://www.steeldynamics.com",326
"SunTrust Banks","Commercial Banks","Financials","http://www.suntrust.com",327
"Caesars Entertainment","Hotels, Casinos, Resorts","Hotels, Resturants & Leisure","http://www.caesars.com",328
"Targa Resources","Pipelines","Energy","http://www.targaresources.com",329
"Dollar Tree","Specialty Retailers: Other","Retailing","http://www.dollartree.com",330
"News Corp.","Publishing, Printing","Media","http://www.newscorp.com",331
"Ball","Packaging, Containers","Materials","http://www.ball.com",332
"Thrivent Financial for Lutherans","Insurance: Life, Health (Mutual)","Financials","http://www.thrivent.com",333
"Masco","Home Equipment, Furnishings","Household Products","http://www.masco.com",334
"Franklin Resources","Securities","Financials","http://www.franklinresources.com",335
"Avis Budget Group","Automotive Retailing, Services","Retailing","http://www.avisbudgetgroup.com",336
"Reynolds American","Tobacco","Food, Beverages & Tobacco","http://www.reynoldsamerican.com",337
"Becton Dickinson","Medical Products and Equipment","Health Care","http://www.bd.com",338
"Priceline Group","Internet Services and Retailing","Technology","http://www.pricelinegroup.com",339
"Broadcom","Semiconductors and Other Electronic Components","Technology","http://www.broadcom.com",340
"Tenneco","Motor Vehicles and Parts","Motor Vehicles & Parts","http://www.tenneco.com",341
"Campbell Soup","Food Consumer Products","Food, Beverages & Tobacco","http://www.campbellsoupcompany.com",342
"AECOM","Engineering, Construction","Engineering & Construction","http://www.aecom.com",343
"Visteon","Motor Vehicles and Parts","Motor Vehicles & Parts","http://www.visteon.com",344
"Delek US Holdings","Petroleum Refining","Energy","http://www.delekus.com",345
"Dover","Industrial Machinery","Industrials","http://www.dovercorporation.com",346
"BorgWarner","Motor Vehicles and Parts","Motor Vehicles & Parts","http://www.borgwarner.com",347
"Jarden","Home Equipment, Furnishings","Household Products","http://www.jarden.com",348
"UGI","Energy","Energy","http://www.ugicorp.com",349
"Murphy Oil","Mining, Crude-Oil Production","Energy","http://www.murphyoilcorp.com",350
"PVH","Apparel","Apparel","http://www.pvh.com",351
"Core-Mark Holding","Wholesalers: Food and Grocery","Wholesalers","http://www.core-mark.com",352
"Calpine","Energy","Energy","http://www.calpine.com",353
"D.R. Horton","Homebuilders","Engineering & Construction","http://www.drhorton.com",354
"Weyerhaeuser","Forest and Paper Products","Materials","http://www.weyerhaeuser.com",355
"KKR","Securities","Financials","http://www.kkr.com",356
"FMC Technologies","Oil and Gas Equipment, Services","Energy","http://www.fmctechnologies.com",357
"American Family Insurance Group","Insurance: Property and Casualty (Stock)","Financials","http://www.amfam.com",358
"SpartanNash","Wholesalers: Food and Grocery","Wholesalers","http://www.spartannash.com",359
"WESCO International","Wholesalers: Diversified","Wholesalers","http://www.wesco.com",360
"Quanta Services","Engineering, Construction","Engineering & Construction","http://www.quantaservices.com",361
"Mohawk Industries","zMiscellaneous","Household Products","http://www.mohawkind.com",362
"Motorola Solutions","Network and Other Communications Equipment","Technology","http://www.motorolasolutions.com",363
"Lennar","Homebuilders","Engineering & Construction","http://www.lennar.com",364
